,transcript,gene,chr,n_exons,cds_start,cds_end,bp,mu_syn,mu_mis,mu_lof,n_syn,n_mis,n_lof,exp_syn,exp_mis,exp_lof,syn_z,mis_z,lof_z,pLI,pRec,pNull
7793,ENST00000297405.5,CSMD3,8,71,113236999,114449083,11124,3.74E-05,9.69E-05,9.94E-06,518,1128,20,450.690374,1120.048665,141.1104293,-1.965564801,-0.11620363,10.09931001,0.999999996,4.08E-09,1.04E-35
13908,ENST00000380358.4,CHD3,17,40,7788124,7814903,6180,3.21E-05,7.35E-05,6.45E-06,310,350,7,320.0979151,750.2591791,83.53647178,0.349896086,7.147466225,8.295070102,0.999999996,4.48E-09,1.38E-26
80,ENST00000262450.3,CHD5,1,41,6166339,6240083,5865,3.81E-05,7.43E-05,5.01E-06,392,428,3,406.8382073,778.3326156,65.67007828,0.456057717,6.14206494,7.660659759,0.999999995,4.88E-09,1.01E-23
7068,ENST00000311117.3,KMT2E,7,25,104681399,104753780,5577,1.88E-05,4.78E-05,3.73E-06,290,545,0,222.4487899,548.7564056,52.22428284,-2.80780889,0.078432939,7.158564188,0.999999995,5.30E-09,1.49E-21
8615,ENST00000277541.6,NOTCH1,9,34,139390522,139440238,7668,6.82E-05,0.000117371,5.20E-06,679,827,2,664.4054172,1135.785344,60.85674087,-0.3510145,4.481512213,7.47362945,0.999999994,5.68E-09,7.22E-23
14534,ENST00000269122.3,CLTC,17,32,57697492,57771213,5028,1.60E-05,4.61E-05,4.18E-06,180,151,2,194.0397153,532.7035005,60.42018662,0.624830042,8.089092621,7.444946873,0.999999993,6.69E-09,1.07E-22
1000,ENST00000256646.2,NOTCH2,1,34,120457928,120612020,7416,2.86E-05,7.33E-05,5.02E-06,333,608,4,331.4344114,830.9779725,69.2134206,-0.053312797,3.783412782,7.764822246,0.999999993,6.75E-09,4.50E-24
1806,ENST00000366582.3,HEATR1,1,44,236714201,236767395,6435,2.48E-05,5.42E-05,4.99E-06,307,680,5,295.2175859,622.2022528,73.60973974,-0.42512056,-1.133342615,7.921507324,0.999999993,6.78E-09,9.22E-25
2622,ENST00000283254.7,SCN3A,2,26,165946659,166032904,6003,2.00E-05,5.29E-05,4.37E-06,262,381,2,237.4661642,609.2733595,60.24001835,-0.986991343,4.523407001,7.433077323,0.999999993,7.15E-09,1.27E-22
4270,ENST00000358350.4,FRYL,4,61,48501438,48636427,9042,3.08E-05,7.87E-05,8.01E-06,350,766,14,366.0050602,895.1064431,113.0263761,0.518637952,2.110702078,9.22679063,0.999999993,7.50E-09,6.69E-31
2629,ENST00000357398.3,SCN2A,2,26,166152333,166246334,6018,2.06E-05,5.46E-05,4.50E-06,240,283,2,239.5618171,617.5540702,60.04789353,-0.017551453,6.584840843,7.420399378,0.999999992,7.69E-09,1.51E-22
3365,ENST00000296452.4,BSN,3,10,49592035,49702272,11781,5.97E-05,0.000141277,6.23E-06,582,1351,5,630.108321,1535.510334,73.1946182,1.188124295,2.303085595,7.895873989,0.999999992,7.92E-09,1.35E-24
5153,ENST00000508053.1,FBN2,5,65,127595146,127873296,8739,3.77E-05,9.07E-05,7.46E-06,430,943,13,440.3902286,1023.026941,108.375541,0.306940725,1.223797193,9.075301439,0.999999992,8.21E-09,4.12E-30
2715,ENST00000360982.2,NCKAP1,2,32,183790429,183902827,3405,1.12E-05,2.95E-05,3.52E-06,143,183,0,133.1492242,331.2523133,50.72346121,-0.529238801,3.984175498,7.054953053,0.999999991,9.29E-09,5.84E-21
1957,ENST00000315872.6,ROCK2,2,33,11323562,11484262,4167,1.36E-05,3.59E-05,4.71E-06,145,230,3,160.1188869,404.611754,63.83797964,0.740710191,4.245909828,7.542666458,0.99999999,9.69E-09,5.37E-23
11076,ENST00000267064.4,SMARCC2,12,28,56557472,56583245,3645,1.78E-05,3.82E-05,3.48E-06,204,256,0,210.3026196,438.3551904,50.28481569,0.269430609,4.260117055,7.024382347,0.999999989,1.09E-08,8.71E-21
2489,ENST00000263710.4,CLASP1,2,39,122098436,122363471,4617,1.99E-05,4.89E-05,5.35E-06,219,364,3,202.111634,480.0367379,63.46735893,-0.736448463,2.590446384,7.518573753,0.999999989,1.11E-08,7.52E-23
18181,ENST00000369850.3,FLNA,X,47,153577216,153599613,7944,5.63E-05,0.000106238,5.03E-06,452,519,1,433.5872425,806.2387843,54.36120792,-0.548189946,4.947977393,7.169201412,0.999999988,1.24E-08,2.39E-21
3445,ENST00000394830.3,PBRM1,3,29,52582078,52713727,4749,1.53E-05,4.33E-05,4.23E-06,175,336,2,182.8451416,494.3574704,58.67443167,0.359671693,3.483650276,7.329129629,0.999999987,1.28E-08,5.27E-22
11577,ENST00000255324.5,RNF17,13,35,25338341,25453423,4872,1.58E-05,3.92E-05,3.98E-06,196,422,2,189.0464163,449.1008713,58.5502511,-0.313526997,0.625501261,7.320822137,0.999999987,1.35E-08,5.90E-22
1486,ENST00000367549.3,DHX9,1,27,182811701,182856569,3813,1.23E-05,3.49E-05,4.19E-06,179,154,2,148.9366226,403.6628153,58.47410279,-1.527168113,6.078003141,7.315722995,0.999999986,1.38E-08,6.33E-22
10891,ENST00000380518.3,COL2A1,12,54,48367189,48398104,4464,2.25E-05,5.12E-05,5.06E-06,265,380,4,239.3684495,521.4180699,67.26541753,-1.027050409,3.029203253,7.641174996,0.999999986,1.40E-08,2.66E-23
1566,ENST00000367296.4,NAV1,1,30,201617796,201789060,5634,3.00E-05,6.50E-05,3.86E-06,286,446,1,328.8396856,709.7230819,53.88569911,1.464548508,4.84194852,7.136597356,0.999999985,1.48E-08,3.68E-21
3924,ENST00000336824.4,FNDC3B,3,25,171830269,172115265,3615,1.59E-05,3.52E-05,3.47E-06,188,359,0,189.0997334,406.4630356,49.44659685,0.049576773,1.151492519,6.965590034,0.999999985,1.50E-08,1.87E-20
7570,ENST00000396930.3,KAT6A,8,16,41789722,41906495,6015,2.39E-05,6.05E-05,5.01E-06,282,572,3,275.6631575,686.7374974,62.60438854,-0.23660834,2.141541503,7.462177013,0.999999985,1.54E-08,1.65E-22
11492,ENST00000420886.2,SBNO1,12,31,123780454,123834988,4182,1.49E-05,3.73E-05,4.08E-06,208,289,2,178.9012628,427.7402013,58.03764194,-1.3487029,3.281170114,7.286427608,0.999999984,1.63E-08,9.42E-22
14982,ENST00000254442.3,WDR7,18,27,54339746,54694438,4473,1.84E-05,4.36E-05,4.18E-06,201,406,2,217.0547724,500.4202573,58.0116549,0.67556905,2.064497538,7.28468008,0.999999984,1.65E-08,9.64E-22
13057,ENST00000219476.3,TSC2,16,41,2098616,2138611,5424,3.64E-05,7.06E-05,4.17E-06,509,689,2,388.3411303,738.5079754,57.99417226,-3.795789695,0.891075005,7.283503376,0.999999983,1.66E-08,9.80E-22
14747,ENST00000306801.3,RPTOR,17,34,78519429,78938130,4008,3.00E-05,5.69E-05,3.81E-06,284,303,1,327.0726517,605.5704153,53.55745336,1.476486233,6.013961073,7.114002717,0.999999983,1.67E-08,4.96E-21
17845,ENST00000373344.5,ATRX,X,35,76763828,77041487,7479,2.14E-05,5.92E-05,6.50E-06,194,335,3,176.2944467,467.0252185,62.22655571,-0.826686534,2.988155267,7.437351277,0.999999982,1.77E-08,2.33E-22
12449,ENST00000346128.6,TJP1,15,28,29993798,30114231,5247,2.03E-05,5.11E-05,4.94E-06,244,547,4,236.986538,582.1692093,66.63351909,-0.282437555,0.712942216,7.600639544,0.999999982,1.77E-08,4.72E-23
7996,ENST00000381196.4,PTPRD,9,35,8317873,8733843,5739,2.27E-05,5.72E-05,4.69E-06,355,670,4,267.4333735,653.5816826,66.5966944,-3.319556933,-0.314119349,7.598270819,0.999999982,1.80E-08,4.88E-23
11818,ENST00000375820.4,COL4A1,13,52,110802709,110959374,5010,2.57E-05,5.12E-05,4.65E-06,311,438,5,287.356011,556.8833388,70.88948891,-0.864689687,2.464082541,7.752020407,0.999999981,1.88E-08,1.10E-23
6465,ENST00000367178.3,SCAF8,6,20,155055034,155154529,3816,1.30E-05,3.50E-05,3.59E-06,188,366,0,154.922828,402.4836515,48.55749723,-1.64748149,0.889490211,6.902681777,0.999999979,2.09E-08,4.20E-20
9431,ENST00000324932.7,NUP98,11,32,3697388,3803347,5403,1.81E-05,4.87E-05,4.30E-06,228,544,3,216.9487577,560.9123717,61.71138627,-0.465136354,0.349280361,7.403368902,0.999999979,2.15E-08,3.72E-22
12026,ENST00000307138.6,RALGAPA1,14,40,36008747,36278041,6252,1.97E-05,5.28E-05,5.70E-06,183,334,6,221.9861409,569.2582527,74.8825533,1.622169975,4.822883039,7.885125698,0.999999978,2.19E-08,3.25E-24
16443,ENST00000262919.5,ATRN,20,29,3451754,3627494,4290,1.96E-05,4.37E-05,4.19E-06,174,340,2,181.7729316,423.1328508,56.98549633,0.357411028,1.976746757,7.215321321,0.999999976,2.42E-08,2.46E-21
16962,ENST00000381318.3,ITSN1,21,39,35091133,35260604,5166,2.16E-05,5.04E-05,5.67E-06,243,401,7,254.4047467,568.9386053,78.79867677,0.443272462,3.443771161,8.012105432,0.999999974,2.64E-08,1.03E-24
2748,ENST00000335508.6,SF3B1,2,25,198257026,198299723,3915,1.29E-05,3.60E-05,3.79E-06,142,83,1,153.8889243,409.5363551,52.25669424,0.594138207,7.892268258,7.023754404,0.999999973,2.72E-08,1.62E-20
13037,ENST00000250894.4,MAPK8IP3,16,32,1756340,1818825,4011,3.14E-05,6.12E-05,3.41E-06,324,425,0,331.0772025,634.1180668,47.67144711,0.241127225,4.061841944,6.839413697,0.999999971,2.91E-08,9.42E-20
12178,ENST00000261973.7,RBM25,14,18,73538349,73586513,2532,7.58E-06,2.61E-05,4.32E-06,108,128,1,88.31499813,280.3685069,51.75436646,-1.298576763,4.450891904,6.9885908,0.999999967,3.29E-08,2.57E-20
6161,ENST00000370598.1,BAI3,6,30,69348567,70098783,4569,1.73E-05,4.12E-05,4.45E-06,226,414,3,202.6586695,468.0890949,60.49989584,-1.016463718,1.222818376,7.322838422,0.999999966,3.38E-08,1.12E-21
14556,ENST00000424789.2,TANC2,17,25,61086920,61499316,5973,2.41E-05,6.11E-05,5.09E-06,274,564,3,261.4986123,648.3445708,60.46902945,-0.479262481,1.62020824,7.320775225,0.999999966,3.42E-08,1.15E-21
3380,ENST00000266022.4,RBM6,3,20,50000074,50114566,3372,1.16E-05,3.20E-05,3.87E-06,122,315,1,138.6391685,368.0851393,51.47899823,0.876070242,1.353365127,6.969239045,0.999999964,3.64E-08,3.30E-20
10219,ENST00000308488.6,RSF1,11,16,77377961,77531760,4326,1.53E-05,3.99E-05,3.68E-06,171,391,0,160.589195,429.5019324,46.99630875,-0.509302004,0.908690644,6.790809895,0.999999963,3.74E-08,1.74E-19
2161,ENST00000336838.6,CCDC88A,2,32,55518846,55646215,5613,1.68E-05,4.44E-05,5.28E-06,214,449,5,190.4224628,480.2955694,68.61666137,-1.059224655,0.698466227,7.607566523,0.999999956,4.39E-08,8.71E-23
16642,ENST00000262879.6,RALGAPB,20,29,37117075,37203610,4485,1.45E-05,4.04E-05,3.43E-06,188,355,1,176.557533,469.6547243,50.95097924,-0.533859892,2.587730198,6.931982374,0.999999956,4.44E-08,5.33E-20
100,ENST00000303635.7,CAMTA1,1,23,6845590,7826551,5022,3.05E-05,6.04E-05,3.84E-06,271,483,1,346.0844098,674.1494111,50.93810516,2.502120017,3.600902266,6.931071415,0.999999955,4.46E-08,5.40E-20
10090,ENST00000529006.2,KDM2A,11,20,66888787,67022526,3489,1.39E-05,3.99E-05,3.65E-06,171,184,0,155.9123042,435.6560505,46.48034645,-0.749087042,5.897284249,6.753429767,0.999999955,4.54E-08,2.79E-19
4806,ENST00000304623.8,CTNND2,5,22,10973564,11903965,3678,2.76E-05,4.89E-05,3.44E-06,237,330,0,281.6419755,506.5337989,46.32813976,1.649090106,3.836543412,6.742362913,0.999999952,4.81E-08,3.20E-19
14779,ENST00000306749.2,FASN,17,42,80037018,80054321,7536,5.68E-05,0.000108312,5.34E-06,677,851,4,526.2225007,998.7930615,63.8679773,-4.07475299,2.287350969,7.420662525,0.99999995,4.98E-08,5.87E-22
6176,ENST00000275034.4,PHIP,6,40,79650409,79787785,5466,1.78E-05,4.97E-05,6.06E-06,208,305,8,207.686234,555.7520368,81.37658336,-0.013498907,5.202598642,8.057446888,0.999999948,5.23E-08,1.11E-24
14095,ENST00000321990.4,ATAD5,17,23,29159365,29221931,5535,1.67E-05,4.24E-05,3.68E-06,192,482,1,196.3460107,483.0371551,50.39653093,0.192277359,0.023082809,6.892643324,0.999999945,5.46E-08,8.84E-20
12462,ENST00000389232.4,RYR3,15,104,33603246,34157427,14613,6.33E-05,0.000147612,1.29E-05,780,1475,27,681.4021298,1535.353313,165.0308778,-2.341614159,0.753375062,10.64347087,0.999999945,5.48E-08,8.09E-38
755,ENST00000319517.6,LPHN2,1,19,82302669,82456829,4212,1.49E-05,3.70E-05,3.76E-06,202,394,1,175.862892,426.5148341,50.37424945,-1.221855262,0.770070447,6.891057943,0.999999945,5.50E-08,9.02E-20
13890,ENST00000322644.6,POLR2A,17,29,7388083,7417496,5913,3.06E-05,7.07E-05,4.28E-06,463,298,3,348.1847197,792.2841165,59.05795006,-3.814559662,8.589198899,7.225829501,0.999999942,5.79E-08,4.18E-21
5349,ENST00000265271.5,RBM27,5,21,145583328,145665593,3183,1.01E-05,2.88E-05,3.75E-06,150,277,1,119.0049375,326.9066497,50.23694833,-1.761408462,1.350089611,6.881279176,0.999999942,5.79E-08,1.02E-19
12791,ENST00000394947.3,SIN3A,15,20,75664319,75722716,3822,1.40E-05,3.77E-05,3.38E-06,188,234,0,164.9340629,429.0123982,45.78987251,-1.113434342,4.605149698,6.703079931,0.999999941,5.88E-08,5.23E-19
16744,ENST00000371917.4,ARFGEF2,20,39,47538426,47649736,5358,2.24E-05,5.32E-05,5.09E-06,231,454,6,261.7912384,599.3637349,72.11444256,1.179773299,2.904204457,7.712140116,0.999999938,6.17E-08,4.04E-23
8335,ENST00000259335.4,KIAA0368,9,51,114124309,114247025,6054,2.52E-05,6.24E-05,7.21E-06,238,535,9,228.4792425,548.8370548,85.23329173,-0.390480684,0.288894854,8.179555818,0.999999936,6.43E-08,3.70E-25
1808,ENST00000366574.2,RYR2,1,105,237205821,237995947,14904,6.07E-05,0.000146887,1.34E-05,691,1080,27,642.807954,1491.564234,164.5493859,-1.178375767,5.212342855,10.6218528,0.999999934,6.56E-08,1.25E-37
17261,ENST00000382112.3,DEPDC5,22,42,32150907,32302483,4785,2.20E-05,5.31E-05,5.47E-06,250,430,7,253.9350418,593.6822858,76.34613609,0.153085098,3.285800095,7.861735529,0.999999934,6.60E-08,9.62E-24
3764,ENST00000260810.5,TOPBP1,3,27,133320093,133379971,4569,1.48E-05,3.95E-05,3.89E-06,178,400,1,161.5067105,415.2744955,49.86936509,-0.804566164,0.366619727,6.855031922,0.999999934,6.65E-08,1.43E-19
430,ENST00000314607.6,ZMYM4,1,30,35734647,35885278,4647,1.47E-05,3.95E-05,4.22E-06,160,334,3,175.3986063,451.9398234,58.50970895,0.720804633,2.713542235,7.188605916,0.999999929,7.11E-08,6.88E-21
13413,ENST00000566029.1,CHD9,16,38,53190001,53358807,8646,2.67E-05,7.39E-05,7.49E-06,319,644,10,290.7536081,779.3144657,89.36239645,-1.026951615,2.37085209,8.316241205,0.999999929,7.14E-08,9.67E-26
13249,ENST00000395799.3,TNRC6A,16,25,24741162,24835128,5889,2.17E-05,5.36E-05,4.73E-06,270,624,4,254.7638095,615.2406591,62.88372245,-0.591775894,-0.172728208,7.355561442,0.999999928,7.20E-08,1.44E-21
5098,ENST00000457016.1,APC,5,15,112090587,112179823,8532,2.61E-05,7.16E-05,6.26E-06,365,899,7,299.9239924,812.1673014,76.10277332,-2.329510416,-1.490311345,7.846661726,0.999999928,7.23E-08,1.20E-23
8970,ENST00000287239.4,KAT6B,10,16,76602615,76790804,6222,2.48E-05,5.85E-05,4.17E-06,265,572,2,287.6953876,668.8349311,53.87147485,0.829508532,1.831424065,7.00065822,0.999999923,7.74E-08,4.19E-20
8983,ENST00000398706.2,ZSWIM8,10,26,75545636,75561277,5529,2.67E-05,6.45E-05,4.07E-06,290,358,1,272.3841748,645.0485751,49.40351991,-0.661699621,5.528097124,6.821622539,0.999999921,7.91E-08,2.18E-19
18038,ENST00000245838.8,THOC2,X,38,122744786,122866872,4782,1.52E-05,3.93E-05,4.28E-06,125,108,0,126.9942698,307.9050308,44.94311415,0.109710415,5.572264473,6.640813041,0.999999919,8.07E-08,1.13E-18
11007,ENST00000257934.4,ESPL1,12,30,53662550,53687258,6363,2.56E-05,6.31E-05,5.30E-06,297,474,6,296.0897177,711.5915026,71.34324301,-0.032796112,4.356442468,7.663267215,0.999999918,8.24E-08,8.17E-23
16954,ENST00000356577.4,SON,21,12,34915398,34948730,7281,2.80E-05,7.24E-05,3.92E-06,408,774,1,321.0208408,822.0281055,49.06373304,-3.009527355,0.819348183,6.797150339,0.99999991,8.99E-08,2.98E-19
3766,ENST00000383202.2,STAG1,3,33,136057095,136349740,3777,1.17E-05,3.26E-05,4.06E-06,155,197,3,141.8643649,371.4322165,57.87913988,-0.683695424,4.42693704,7.14555506,0.99999991,9.00E-08,1.22E-20
7642,ENST00000262215.3,ARFGEF1,8,39,68111168,68255522,5550,1.78E-05,4.61E-05,5.02E-06,223,301,6,210.880719,522.1882877,71.08977194,-0.51737875,4.734401093,7.647136953,0.999999909,9.06E-08,1.03E-22
231,ENST00000602326.1,EIF4G3,1,31,21133811,21329235,4776,1.67E-05,4.23E-05,4.14E-06,206,379,3,197.3160433,482.3435239,57.77737872,-0.383255237,2.301555486,7.138583201,0.999999907,9.35E-08,1.34E-20
8669,ENST00000460843.1,EHMT1,9,27,140513480,140729405,3897,2.83E-05,5.19E-05,3.58E-06,308,455,1,313.6867866,570.2606873,48.8875645,0.19905327,2.360809581,6.784428091,0.999999904,9.60E-08,3.49E-19
4300,ENST00000344157.4,YTHDC1,4,17,69179816,69215471,2184,6.71E-06,2.21E-05,3.45E-06,88,169,0,80.24068785,247.8605812,44.33398067,-0.537001181,2.450037665,6.595656861,0.999999899,1.01E-07,1.97E-18
2102,ENST00000426016.1,SOS1,2,23,39212964,39347563,4002,1.27E-05,3.43E-05,4.41E-06,166,300,3,148.1887204,387.7214749,57.4712265,-0.90706312,2.179026844,7.117568058,0.999999895,1.05E-07,1.77E-20
6742,ENST00000395891.2,HECW1,7,28,43283504,43601525,4821,2.87E-05,5.89E-05,4.57E-06,279,459,4,319.9454874,647.2200928,61.83864876,1.419115138,3.618732477,7.285810128,0.999999894,1.06E-07,3.73E-21
5464,ENST00000256935.8,DOCK2,5,52,169064330,169509862,5493,2.32E-05,5.54E-05,5.24E-06,271,437,8,278.0172607,632.2818396,79.45138616,0.260905738,3.798594159,7.940532205,0.999999893,1.07E-07,6.39E-24
6020,ENST00000372899.1,UBR2,6,47,42532057,42658911,5268,1.74E-05,4.56E-05,5.39E-06,206,406,8,212.1309669,526.0889682,79.15886909,0.260962886,2.560884951,7.922622089,0.99999988,1.20E-07,8.34E-24
9564,ENST00000339865.5,USP47,11,27,11863732,11977722,3864,1.23E-05,3.25E-05,3.37E-06,155,293,1,146.545306,372.1198849,48.18485228,-0.432973906,2.006137492,6.733440812,0.999999875,1.25E-07,6.63E-19
10152,ENST00000253925.7,PPFIA1,11,26,70118278,70228252,3609,1.66E-05,3.84E-05,3.83E-06,192,414,2,193.2165433,435.0061231,52.57666492,0.054254962,0.492622483,6.909447873,0.999999874,1.26E-07,1.36E-19
10241,ENST00000298281.4,PCF11,11,16,82868481,82895936,4668,1.58E-05,4.05E-05,4.30E-06,201,374,1,169.2748697,422.0152977,48.15975423,-1.511667166,1.143225806,6.731612408,0.999999874,1.26E-07,6.78E-19
1167,ENST00000428931.1,UBAP2L,1,26,154197599,154242771,3264,1.48E-05,3.20E-05,3.01E-06,161,228,0,176.437123,366.6910978,43.73232676,0.72047718,3.54254089,6.550749633,0.999999873,1.27E-07,3.41E-18
8469,ENST00000394105.2,GAPVD1,9,26,128061200,128125025,4464,1.49E-05,4.04E-05,3.71E-06,202,386,2,178.2662602,464.4026081,52.51890911,-1.101996689,1.779506568,6.905351639,0.999999872,1.28E-07,1.44E-19
492,ENST00000372771.4,RLF,1,8,40627071,40706119,5745,1.87E-05,4.76E-05,3.60E-06,233,417,0,212.1603421,536.4697084,43.60693634,-0.886969964,2.52290908,6.541351687,0.999999867,1.33E-07,3.82E-18
4622,ENST00000283131.3,SMARCA5,4,24,144435077,144474337,3159,1.21E-05,3.01E-05,3.49E-06,106,122,1,128.2022326,323.7328935,47.78566721,1.215619747,5.484029939,6.704303621,0.999999855,1.45E-07,9.54E-19
14083,ENST00000358273.4,NF1,17,58,29422327,29701173,8520,2.88E-05,7.54E-05,7.39E-06,333,480,14,337.7389945,850.8808593,104.9374645,0.159862116,6.218942435,8.793610816,0.999999846,1.54E-07,1.06E-27
8676,ENST00000280886.6,DIP2C,10,37,323264,735518,4671,3.24E-05,6.18E-05,4.56E-06,405,376,5,368.2807674,688.3924125,65.13008623,-1.186186896,5.823697726,7.380583188,0.999999838,1.62E-07,2.09E-21
15452,ENST00000340736.6,LPHN1,19,23,14261684,14294414,4425,3.12E-05,6.22E-05,3.77E-06,326,410,1,333.5841404,654.6533328,47.47411383,0.257425069,4.6769407,6.681475599,0.999999837,1.63E-07,1.27E-18
11688,ENST00000267163.4,RB1,13,27,48878048,49054207,2787,9.92E-06,2.50E-05,3.73E-06,106,187,1,97.5517045,251.2780574,47.41322361,-0.53027525,1.983363117,6.677004383,0.999999833,1.67E-07,1.34E-18
13706,ENST00000301030.4,ANKRD11,16,11,89334885,89383427,7992,6.09E-05,0.000105652,4.68E-06,684,981,3,678.1905152,1174.519662,56.04948094,-0.13829688,2.761926525,7.019158022,0.999999822,1.78E-07,6.47E-20
10269,ENST00000298047.6,FAT3,11,27,92085278,92624279,13770,6.06E-05,0.000137126,6.90E-06,695,1461,9,665.0455846,1496.733411,82.38896093,-0.720086068,0.451766249,8.009140477,0.999999814,1.86E-07,4.94E-24
18042,ENST00000218089.9,STAG2,X,33,123156477,123234447,3807,1.10E-05,3.26E-05,4.12E-06,96,90,0,94.74197537,257.7491868,42.69268368,-0.080124588,5.110674926,6.472415689,0.999999813,1.87E-07,8.78E-18
18208,ENST00000360256.4,F8,X,26,154065871,154250827,7056,2.22E-05,5.78E-05,4.88E-06,169,387,1,180.6520514,456.5621608,47.08437154,0.537442686,1.592354978,6.652807743,0.999999812,1.88E-07,1.81E-18
14564,ENST00000346027.5,TLK2,17,21,60558486,60689926,2253,8.56E-06,2.08E-05,3.24E-06,82,54,0,99.69438676,229.5516885,42.59543475,1.098625538,5.667365313,6.465039703,0.999999806,1.94E-07,9.60E-18
17378,ENST00000454349.2,TNRC6B,22,23,40574139,40719245,5502,2.31E-05,5.15E-05,4.57E-06,259,452,2,228.1907897,505.7812871,51.37110784,-1.264389358,1.169678127,6.823435452,0.999999803,1.97E-07,4.09E-19
8431,ENST00000373647.4,RABGAP1,9,25,125719338,125865492,3210,1.13E-05,2.90E-05,2.97E-06,136,236,0,133.9991042,327.6586507,42.51234287,-0.107157831,2.476733509,6.458731017,0.9999998,2.00E-07,1.04E-17
7593,ENST00000025008.5,RB1CC1,8,22,53536341,53598029,4785,1.44E-05,3.73E-05,3.90E-06,215,425,2,169.1900188,422.0440004,51.31870548,-2.183345484,-0.070378825,6.819672455,0.999999799,2.01E-07,4.29E-19
12733,ENST00000260363.4,KIF23,15,23,69706804,69740146,2883,9.99E-06,2.81E-05,3.84E-06,98,262,2,119.2982593,317.8820655,51.21317994,1.208863534,1.533049396,6.81208765,0.999999791,2.09E-07,4.72E-19
12183,ENST00000555818.1,SIPA1L1,14,21,72054589,72205878,5415,2.34E-05,5.46E-05,4.13E-06,290,519,3,273.4669677,627.256032,55.42041712,-0.619795844,2.114199869,6.975177453,0.999999774,2.26E-07,1.15E-19
11999,ENST00000360310.1,BAZ1A,14,26,35222713,35343810,4671,1.49E-05,4.18E-05,4.91E-06,179,349,5,173.1906503,467.9499673,64.23547937,-0.273659818,2.689559846,7.321230934,0.999999774,2.26E-07,4.72E-21
16001,ENST00000253048.5,ZC3H4,19,14,47569612,47615841,3912,2.78E-05,5.47E-05,3.43E-06,315,488,0,262.7596447,530.0896081,42.17005169,-1.997913846,0.894162861,6.432677087,0.999999772,2.28E-07,1.41E-17
5805,ENST00000376511.2,PPP1R10,6,18,30569325,30577721,2823,1.19E-05,3.16E-05,3.13E-06,126,222,0,139.4543172,356.7914685,42.11577354,0.706308886,3.490371877,6.428535781,0.999999768,2.32E-07,1.49E-17
16137,ENST00000293441.1,SHANK1,19,23,51165221,51220176,6486,5.52E-05,9.79E-05,4.99E-06,332,460,2,432.3808338,772.1121032,50.85716025,2.99272584,5.493978268,6.786437463,0.999999761,2.39E-07,6.53E-19
17810,ENST00000276072.3,TAF1,X,38,70586164,70683896,5682,1.98E-05,5.73E-05,4.96E-06,179,180,2,160.2928332,441.2118221,50.79991009,-0.916012069,6.082549665,6.782303829,0.999999756,2.44E-07,6.88E-19
12156,ENST00000389722.3,SPTB,14,35,65216023,65289812,6987,3.84E-05,8.40E-05,5.32E-06,448,873,7,439.8135933,944.0724561,72.76173869,-0.241995913,1.131397951,7.636800536,0.999999748,2.52E-07,2.52E-22
14916,ENST00000283351.4,TRAPPC8,18,29,29410717,29522727,4308,1.43E-05,3.71E-05,4.03E-06,203,433,3,164.4170658,411.6150898,55.08494423,-1.865395109,-0.515558538,6.951610764,0.999999744,2.56E-07,1.56E-19
14063,ENST00000261716.3,TAOK1,17,19,27778566,27870040,3006,9.16E-06,2.87E-05,3.85E-06,117,136,2,109.2157359,327.2532751,50.6252076,-0.461770829,5.171105022,6.769673988,0.999999739,2.61E-07,8.06E-19
