gene,pLI,mis_z
LPAR3,0.786363329,0.0091499
DDAH1,0.168276873,1.799731291
SAMD13,0.128562761,0.811003017
ELTD1,5.26E-07,-1.530276997
MCOLN2,1.32E-10,-0.838358961
PRKACB,0.612478409,2.547123549
SYDE2,3.20E-12,1.432060998
DNASE2B,3.79E-14,-0.59303617
BCL10,0.118213219,1.973598155
SSX2IP,0.000829859,-0.909124556
CYR61,0.882250776,0.752323691
MCOLN3,3.78E-07,-1.037267788
TTLL7,0.268072469,2.417652757
RPF1,9.48E-07,-0.219292336
CTBS,2.01E-07,0.354194317
GNG5,0.524989345,0.585080722
SH3GLB1,0.730421397,1.274903215
CCBL2,3.05E-08,-0.508621578
SEPT15,0.428149535,0.083548926
GBP4,1.42E-09,-0.412132405
ODF2L,3.32E-09,-2.595871151
COL24A1,1.06E-25,-2.681474484
HS2ST1,0.535866622,1.203468594
GTF2B,0.489078694,2.710606957
GBP7,5.51E-11,-1.604269711
CLCA4,3.19E-09,-1.116297851
PKN2,0.999995223,1.969964879
RP5-1052I5.2,0.088823164,0.706498914
GBP1,1.81E-12,-0.847696516
CLCA1,6.08E-06,-1.115620945
ZNHIT6,0.000536151,0.014316234
CLCA2,1.91E-20,-1.166833582
GBP3,5.83E-18,-1.332191967
RBMXL1,0.119596956,1.134774497
GBP2,1.97E-05,-0.586540514
LMO4,0.816026561,2.876520716
GBP6,2.45E-10,-1.016800444
HFM1,1.45E-23,-1.775119713
CDC7,0.352414094,0.012907909
BTBD8,1.30E-06,0.244270412
BARHL2,0.222344944,1.967572202
ZNF326,0.977917717,0.846154458
GBP5,7.95E-06,-1.296508914
GLMN,4.17E-06,-0.18474541
ZNF644,0.99732858,0.761339684
EPHX4,0.033543927,0.481804188
C1orf146,0.02404793,-0.340276854
GFI1,0.029628557,2.345589728
LRRC8C,0.016527923,2.07716809
EVI5,2.33E-06,-0.086973419
RPAP2,0.002085534,-0.775898198
TGFBR3,0.011054798,0.553333981
BRDT,2.47E-06,-0.954732321
LRRC8B,0.806424943,2.296532488
LRRC8D,0.868441355,2.702210086
ABCD3,0.999695623,2.42050544
FAM69A,0.090865226,0.550601637
TMEM56,0.338393703,0.602898537
ARHGAP29,0.999986514,-0.274464058
ABCA4,1.27E-28,-1.497820316
F3,0.132021361,0.577121733
CNN3,0.864370513,2.376285345
RPL5,0.994762229,1.521850819
BCAR3,0.916779855,-0.376439961
RWDD3,1.52E-06,-0.245505843
MTF2,0.994599741,2.293699806
TMED5,0.002437131,0.436789421
DR1,0.835491729,2.040684207
FNBP1L,0.965504529,1.056809757
ALG14,0.000832661,0.849320847
SLC44A3,1.82E-24,-0.079527898
DNTTIP2,0.000217904,-1.037558013
RP11-57H12.6,0.002746431,0.426367402
GCLM,0.414918212,0.945093105
SNX7,0.028838862,-0.535090287
DBT,0.000147622,0.930715459
FRRS1,5.50E-08,-1.13915081
HIAT1,0.983243231,3.00049466
LPPR4,0.972616088,3.080213517
TRMT13,2.93E-05,0.068336774
SLC30A7,0.028992047,-0.637611608
LPPR5,0.959898117,1.802492138
DPYD,4.19E-09,-1.511382352
CDC14A,0.015618479,-0.167191174
PTBP2,0.992693429,3.272416184
LRRC39,0.039707461,-0.984656552
AGL,2.31E-15,-2.233657916
GPR88,0.754055177,4.607431834
VCAM1,0.781503144,-0.014539204
RTCA,0.002920978,-0.417290565
SASS6,5.00E-05,0.233751257
EXTL2,3.16E-05,-0.032038728
PALMD,0.03695201,-1.536816686
SLC35A3,0.069315375,1.452226695
SLC25A24,4.90E-09,0.214482504
AMY1C,0.844157662,2.091876943
HENMT1,1.42E-06,-0.415232991
OLFM3,6.97E-05,1.022839025
RNPC3,0.525297994,-0.230121296
AMY2B,7.65E-09,-0.267102214
NTNG1,0.441031128,2.58824048
FAM102B,0.047930772,1.229509067
PRMT6,0.024127621,2.965065269
AMY2A,0.005603917,2.583136366
S1PR1,0.484814895,3.807489896
AC093157.1,0.154674835,-0.475981725
NBPF4,0.346635144,-0.431696165
PRPF38B,0.990908108,2.857903635
DPH5,0.001899435,-0.355015452
NBPF6,0.087453851,-0.233626052
VAV3,0.020059323,0.213763354
AMY1A,0.365183317,2.172070854
COL11A1,0.999980608,-0.659096899
ATXN7L2,0.718954812,1.112263257
PSRC1,1.75E-06,0.086834809
TMEM167B,0.632476719,0.84990725
KIAA1324,2.15E-08,0.205423612
TAF13,0.019850195,1.637369182
WDR47,0.905661618,2.46671472
SORT1,0.99992656,1.643506808
PSMA5,0.974255885,2.546612074
MYBPHL,0.004618441,-0.147414953
CELSR2,0.9999992,3.608298275
CLCC1,0.026710088,0.46834007
SARS,0.999150651,3.129178046
STXBP3,7.40E-06,1.230464187
C1orf194,2.50E-07,0.914464185
AKNAD1,8.21E-19,-2.1030794
AMIGO1,0.888492589,3.614728538
FNDC7,0.000318365,-0.453740706
SYPL2,0.016771099,0.058046443
CYB561D1,0.015830419,0.444648107
GPSM2,2.94E-10,0.609217252
SLC6A17,0.962734836,2.739947467
GPR61,0.801488898,2.388907042
GSTM4,0.000917345,0.798495962
GNAI3,0.038811278,1.853034109
CSF1,0.939718909,-0.441515403
LAMTOR5,0.007116048,0.359921566
ALX3,0.208670052,0.556437621
GSTM1,0.34571372,2.399308596
GSTM2,0.008902004,1.512356087
GSTM3,0.000572589,0.031784628
RBM15,0.999853093,4.487627409
GSTM5,0.000214167,-0.302236198
AMPD2,0.008542497,3.754423483
UBL4B,0.000847798,-0.469586941
EPS8L3,0.000100217,-0.723731918
KCNC4,0.000534225,4.213284461
GNAT2,0.008158652,0.819776416
AHCYL1,0.99979528,4.540807938
SLC16A4,0.005835233,-0.543363647
STRIP1,0.130901316,2.232905365
DDX20,4.19E-07,-0.92422043
KCNA10,0.003059489,-1.57542352
DENND2D,1.03E-05,0.890723893
LRIF1,0.000245001,-1.024710131
RAP1A,0.934189798,2.280776255
ADORA3,0.006057306,-1.332287771
DRAM2,0.001395866,-0.153688627
KCNA2,0.884173956,4.035949464
CHI3L2,6.54E-07,-1.927090228
CD53,0.024019828,0.344395664
C1orf162,0.006131316,0.069705859
WDR77,0.015726571,0.543031784
OVGP1,0.000935884,-0.760300114
ATP5F1,0.012867526,0.112670067
PIFO,7.55E-05,-0.376090988
CEPT1,0.94656469,2.038128057
FAM212B,0.003590517,0.255723848
PROK1,0.020669166,0.377650546
CHIA,2.26E-15,-1.741011665
DCLRE1B,0.107858132,-0.050254719
FAM19A3,0.027147378,0.747629185
BCL2L15,0.003614688,-0.284460021
HIPK1,0.999942915,1.8799587
MAGI3,0.570580157,0.558991459
ST7L,1.94E-06,-0.724864204
KCND3,0.803752595,5.350520581
LRIG2,3.29E-12,-0.061876283
CTTNBP2NL,0.141381252,0.289783963
OLFML3,0.000588287,0.031347543
CAPZA1,0.983027525,0.475084274
RSBN1,0.805139688,2.725481287
MOV10,0.998090428,2.961181321
PPM1J,2.31E-07,0.53445413
PTPN22,3.08E-16,-0.93631884
SLC16A1,0.826067878,1.026956689
WNT2B,0.285537291,2.440083297
RHOC,0.586036085,2.3702077
AP4B1,2.69E-08,-0.402862921
PHTF1,5.47E-18,-0.156834626
SYCP1,0.949997702,0.108329805
NRAS,0.912772901,2.004147948
SYT6,0.032845524,-0.380949691
TRIM33,0.999998356,4.763305937
NGF,0.704368812,0.915054987
BCAS2,6.53E-05,0.693940905
CSDE1,0.999951564,3.223002318
ATP1A1,0.99999385,6.898777953
CD58,0.299199171,0.280065459
SIKE1,0.072982309,0.823728115
CASQ2,1.07E-06,-1.077123442
AMPD1,3.78E-12,-0.90294457
TSHB,0.005758085,0.420560335
IGSF3,0.987084919,3.654861829
SLC22A15,8.66E-06,0.344136943
DENND2C,1.70E-07,-1.294098888
MAB21L3,0.000490219,-0.905535687
NHLH2,0.537457457,2.534108874
TSPAN2,0.000100587,-0.357195246
VANGL1,0.533615186,-0.455781387
HAO2,4.48E-08,-1.480072734
WDR3,3.05E-07,-0.539574477
MAN1A2,0.996263145,2.589252888
VTCN1,7.29E-09,0.077055215
PTGFRN,0.638859233,2.329997364
TBX15,0.877333976,0.648357553
TRIM45,1.45E-06,0.569112605
SPAG17,9.35E-16,-2.38544148
ZNF697,0.191081027,2.516165464
HSD3B1,8.51E-05,-1.528538162
WARS2,0.601342005,1.365399416
HSD3B2,1.21E-06,0.521151202
CD101,5.54E-10,-0.8219953
TTF2,7.35E-16,0.201045996
FAM46C,0.523539098,2.089955284
GDAP2,8.51E-05,0.150695549
HMGCS2,1.06E-08,-0.539106502
CD2,0.768323769,-1.22527469
PHGDH,0.000436999,0.600828766
REG4,5.62E-05,-0.321050729
NBPF10,2.81E-13,1.440325727
ADAM30,0.001938073,-0.606451078
LIX1L,0.116630314,1.931133748
FAM72B,0.251829881,2.318153643
PEX11B,0.000510737,-0.464777748
ANKRD34A,0.974591387,4.805969547
POLR3GL,0.002440213,0.249616748
HFE2,0.012330397,0.817634906
NOTCH2NL,0.000100623,0.179755124
FCGR1B,0.676508623,3.15821906
AL592284.1,0.336126601,1.272022112
RBM8A,0.962186023,3.271127038
NOTCH2,0.999999993,3.783412782
TXNIP,0.252140354,-1.664152384
PPIAL4G,0.606751613,1.902859884
FAM72D,0.5808181,2.380649251
GPR89B,0.791699862,2.540879251
ANKRD35,4.68E-13,0.568921723
NBPF12,0.210636207,2.773728907
BCL9,0.831846217,-1.373941448
PDZK1,0.000134102,2.769762794
ACP6,3.14E-05,0.495346219
GJA8,2.68E-05,0.370695766
CHD1L,1.05E-20,-1.822957284
POLR3C,8.66E-06,0.618225745
GPR89A,0.847988631,3.372738907
GJA5,0.097996496,1.347163126
CD160,1.91E-05,0.52277718
PIAS3,0.99817498,0.831830037
PRKAB2,0.767108492,1.546837478
RNF115,0.080634744,0.461140288
ITGA10,8.55E-11,0.201138495
NUDT17,0.005379908,-0.191759952
FMO5,3.69E-15,-1.660941268
PPIAL4A,0.377823123,1.539220408
HIST2H2BE,0.487682589,2.878326181
HIST2H3PS2,0.13598352,3.237989152
NBPF15,0.123939064,2.227061656
FCGR1A,0.971633432,4.236645474
NBPF16,0.09076066,0.998060463
NBPF20,0.000445919,2.405006346
HIST2H2BF,0.025999981,3.494348173
HIST2H3D,0.49893728,4.132634217
CA14,1.43E-09,-0.05970611
TARS2,1.87E-08,1.939217086
OTUD7B,0.100123441,-0.121926203
HIST2H2AB,0.216215034,2.452556158
SV2A,0.578982695,2.298511467
VPS45,0.00030557,1.042211736
SF3B4,0.918007232,3.719985311
MRPS21,0.353450051,0.57001569
HIST2H2AC,0.209670055,3.056702856
C1orf54,0.178651547,-1.670148617
APH1A,0.132136062,2.413365181
C1orf51,0.804527838,0.34732914
BOLA1,0.634184001,1.121725261
ANP32E,0.976918663,1.290282822
PRPF3,0.999998844,4.025501981
ECM1,7.33E-08,-0.56982889
PLEKHO1,0.949230797,0.103820148
MTMR11,7.33E-13,0.129586107
RPRD2,0.999977311,1.375587002
ANXA9,3.36E-14,-0.924946881
BNIPL,1.03E-09,0.826032399
GABPB2,0.002629052,-0.079186678
MCL1,0.950092967,2.216655366
PRUNE,0.010761766,0.075796802
HORMAD1,0.003126913,0.732503491
C1orf56,0.001317284,2.316631937
GOLPH3L,0.022106746,0.631591996
ARNT,0.976348195,2.021624237
ADAMTSL4,7.09E-16,-0.545274024
MLLT11,0.473311552,-0.16093417
CTSS,0.628282929,1.5735272
ENSA,0.162369766,1.552788314
SETDB1,0.999996684,4.290986441
CERS2,0.910163043,2.110555857
CTSK,0.000135211,0.721663766
FAM63A,8.24E-06,0.509128618
SEMA6C,5.65E-05,2.100837197
CDC42SE1,0.013519491,0.772586665
PIP5K1A,0.014586299,2.629985009
PI4KB,0.998716211,4.23489118
CGN,1.82E-22,-0.197184454
SNX27,0.999884819,2.352723154
TNFAIP8L2,0.504728365,0.431746094
SELENBP1,1.22E-06,-0.641288963
LYSMD1,0.181950236,0.583952297
POGZ,0.999999128,3.358626639
TMOD4,1.33E-07,0.562009374
PSMB4,0.398813285,1.401563713
RFX5,0.000136786,-0.210450713
TUFT1,0.018080099,0.165025235
VPS72,0.24942857,1.777294303
PSMD4,0.984312092,2.453547036
SCNM1,4.73E-05,0.192703809
ZNF687,0.975942573,1.613632899
CELF3,0.293142911,3.573098931
TCHHL1,2.23E-08,-2.376759491
THEM4,0.000241348,-0.502583365
S100A10,0.173245481,0.742137699
CRCT1,0.00367304,0.49437231
S100A11,0.050106159,0.022706509
OAZ3,9.17E-05,-0.133956903
TDRKH,0.006962423,0.813002663
TCHH,3.87E-23,1.755195483
CRNN,0.000495361,-0.903258222
LCE3E,0.039000927,-1.217600713
RPTN,3.18E-18,-2.205600239
THEM5,5.98E-07,-0.58826841
MRPL9,0.05130785,1.666571554
FLG2,4.65E-41,-3.438208008
HRNR,5.01E-29,1.249773117
RORC,0.997845135,2.131997201
LINGO4,0.002854097,-0.601571912
LCE5A,0.076726019,0.013344644
LCE1B,0.027267491,-0.764012275
LCE2D,0.139231288,-1.771432517
LCE1C,0.02751645,-0.672501586
LCE1A,0.000409834,-1.504816389
LCE2C,0.022606204,-1.939824584
IVL,3.43E-09,-2.849920636
LCE3B,0.039623989,1.022390896
LCE3A,0.496361201,-0.377770511
LCE2A,0.006193801,-1.792448571
LCE3D,7.91E-05,-1.135867102
LCE1F,0.029498772,-0.559765788
LCE3C,0.496169125,1.236915679
LCE4A,0.003280182,-1.2427642
KPRP,7.83E-14,0.192155159
LCE1D,0.003567547,0.424430564
SMCP,0.04299324,-0.653087214
LCE2B,0.137251509,-2.028780033
LCE1E,0.0003997,-1.675125392
SPRR2E,0.154587337,0.526916775
SPRR2A,0.160255855,1.655456588
LOR,0.179479999,1.952543277
SPRR2B,0.157442686,1.4518807
SPRR4,0.582181679,-1.414409113
PGLYRP4,2.63E-08,-0.974212727
S100A9,0.667440118,0.847290441
SPRR1B,0.172609046,-1.384770962
S100A7L2,0.558124074,-0.851778639
SPRR1A,0.175108854,-1.643356868
PGLYRP3,9.00E-05,-0.121886237
SPRR2D,0.003680974,0.623316373
S100A7A,0.031599277,-1.623581706
S100A12,0.033529746,-1.408066265
S100A8,0.186216605,0.212745162
SPRR2F,0.003622031,0.888095757
LELP1,0.000473718,-0.52963444
SPRR3,0.006042967,-3.451011031
SPRR2G,0.026608019,-0.507239169
S100A4,0.004651459,0.048878561
SLC39A1,0.16707683,0.740365313
S100A3,0.000978354,-0.527569049
S100A1,0.004656021,-0.211850625
CHTOP,0.998109469,1.964219508
CRTC2,0.996361791,0.540243796
S100A5,4.81E-05,-1.172097416
S100A16,0.005638452,-0.600451569
INTS3,0.999997023,5.185976239
S100A13,0.035153142,0.093900934
NPR1,0.000172509,3.976082793
S100A6,0.178917966,0.028807107
S100A14,0.057046954,-0.580462163
ILF2,0.997052017,3.542549669
GATAD2B,0.998594716,3.397051976
SLC27A3,7.80E-11,-0.438056929
S100A2,0.000135122,-0.204851338
S100A7,0.547478872,-0.677615022
SNAPIN,3.05E-05,1.253000227
DENND4B,0.999987069,3.128081115
RAB13,0.570125705,1.51742194
HAX1,1.11E-05,0.418662692
JTB,0.645223905,1.460168582
TPM3,0.191983984,2.920445791
AQP10,0.015278293,2.181145895
PMVK,0.000305455,1.066679857
UBAP2L,0.999999873,3.54254089
IL6R,0.047869037,0.602428723
SHE,0.721620119,1.702866759
KCNN3,0.864940881,4.184392858
ADAR,0.907595373,3.005285202
C1orf189,0.000114765,-0.059219304
CREB3L4,8.06E-05,-1.354982084
C1orf43,0.173985957,0.827468848
TDRD10,2.45E-06,1.085031501
CHRNB2,0.720254345,4.554297786
RPS27,0.697777961,1.018956912
UBE2Q1,0.969363487,3.618004186
NUP210L,0.14464062,1.506226857
ATP8B2,0.999564592,3.105316623
CKS1B,0.723280936,0.952273694
PBXIP1,5.80E-07,0.168251141
EFNA3,0.180564105,1.707860958
SHC1,0.341634863,1.326245982
MTX1,0.19822129,1.446093248
DPM3,0.23347017,0.421891151
THBS3,1.21E-08,1.764365211
EFNA4,0.000252891,1.208970202
ADAM15,1.08E-11,0.557426913
PYGO2,0.923104365,0.338053044
LENEP,0.032282623,-0.005904906
EFNA1,0.872063428,0.133058382
SLC50A1,0.130229792,1.133742669
DCST1,3.89E-15,0.408255495
FLAD1,0.091793511,0.431210148
ZBTB7B,0.837393371,2.735907463
TRIM46,0.998652125,3.873601568
KRTCAP2,0.02997049,0.396659747
MUC1,0.730964975,-0.583877319
DCST2,1.46E-09,-1.123466179
ASH1L,1,3.047346566
SSR2,0.822108921,0.999918719
RIT1,0.666809792,2.203705012
SCAMP3,0.01289441,0.596199782
MSTO1,0.041804485,3.644196598
GON4L,0.999998892,2.417913985
PKLR,1.00E-05,1.975719577
KIAA0907,0.997113618,1.210177007
CLK2,0.999952949,3.017199737
YY1AP1,0.000145221,0.230077939
GBA,0.03404054,2.061152192
RXFP4,0.005495818,0.318269983
ARHGEF2,0.999993235,4.689608974
HCN3,0.015093383,2.615865096
SYT11,0.801740135,1.583548194
UBQLN4,0.99752242,2.764935815
FDPS,0.001751278,0.778467033
RUSC1,0.949429118,2.876925309
DAP3,1.91E-05,-0.329700286
FAM189B,0.000482815,1.264569218
VHLL,0.002900573,-0.091859703
RAB25,9.31E-06,0.398612986
TSACC,0.069791726,-0.324778665
SEMA4A,0.615371621,-0.006987412
PAQR6,0.000721604,0.458257385
LAMTOR2,0.481086312,2.163269628
BGLAP,1.76E-05,0.295849054
PMF1,1.71E-05,-0.884894275
C1orf85,4.69E-08,-0.135343813
RHBG,3.73E-10,-0.401066205
LMNA,0.993449023,3.367301032
IQGAP3,6.47E-16,-0.312535567
MEF2D,0.998547093,2.326276936
CCT3,0.998745413,0.779622165
PMF1-BGLAP,1.71E-05,-0.884894275
MEX3A,0.881462711,4.75248159
TMEM79,3.50E-07,-0.537253015
C1orf61,0.10442249,-0.125463136
SMG5,0.998179753,1.213775146
SLC25A44,0.247810862,2.11050428
INSRR,4.92E-07,0.987368587
APOA1BP,1.73E-06,0.8066876
PEAR1,1.19E-14,-0.07876804
CRABP2,0.008166869,-0.026574926
LRRC71,0.009049218,-0.003197897
GPATCH4,1.69E-07,0.014093032
ETV3L,1.21E-05,0.040308962
MRPL24,0.001491227,0.420156678
HDGF,0.269699274,0.976348337
BCAN,0.003612125,1.190863902
NES,2.07E-05,0.251350274
NTRK1,0.000424899,0.742229245
ISG20L2,0.821397244,0.705221814
ARHGEF11,0.999945339,1.026453606
PRCC,0.921293122,1.31636056
TTC24,6.58E-05,-0.469767564
HAPLN2,1.05E-05,2.780542635
RRNAD1,2.12E-08,0.196260135
SH2D2A,8.43E-05,0.564012913
ETV3,0.783799556,1.57034482
CD1B,1.15E-07,-1.874304402
FCRL1,0.001595267,-0.710564454
FCRL4,1.60E-07,-1.528037075
FCRL2,0.00016004,-1.42154045
KIRREL,0.959460083,2.869445497
OR10K1,0.013099189,-1.295956141
FCRL5,7.49E-14,-1.203392057
OR10R2,0.044375651,-2.016001172
FCRL3,4.56E-18,-3.821676186
CD1E,8.78E-13,-0.924928258
CD5L,7.10E-07,0.350616574
OR10Z1,0.00736423,-2.668485694
CD1C,6.44E-07,-1.328698171
CD1A,5.01E-17,-1.267123306
CD1D,0.000899329,-0.058676746
OR10X1,0.005902742,-2.842215728
OR10T2,0.063110527,-2.606946082
OR10K2,8.05E-05,-2.281606339
OR6Y1,0.017981897,-1.641919367
OR10J5,0.723391071,-1.033374014
SPTA1,5.85E-05,-3.703527491
OR6K6,0.010483104,-1.760980897
OR10J1,1.59E-08,-2.47866803
OR6N1,0.00123986,-1.31588967
IFI16,0.002956041,-0.188041677
CADM3,0.975630651,1.394606253
AIM2,9.01E-08,0.23819538
APCS,0.038637544,-0.7183843
OR6N2,0.023439916,-0.894061317
FCRL6,5.08E-14,-2.587097752
DUSP23,0.041146827,0.541540635
MNDA,7.23E-11,-2.421602794
OR6K3,0.006906368,-1.076236304
DARC,0.000273606,-1.327468182
PYHIN1,0.000917068,-0.721631443
FCER1A,0.002558028,-1.185871019
OR6K2,6.63E-05,-1.868677805
OR10J3,0.001039428,-2.447055166
CRP,3.06E-05,-1.14474115
IGSF8,2.28E-06,-0.240781986
ATP1A4,1.90E-11,0.052931815
PEX19,0.042922172,-0.862057847
IGSF9,0.56891088,0.923382005
VSIG8,0.003159998,1.237255174
PIGM,0.000916858,1.01068235
SLAMF9,0.007857832,-1.326063957
CASQ1,1.04E-09,-0.300533655
KCNJ9,0.583029242,5.570954832
KCNJ10,0.598388823,1.779005031
TAGLN2,0.003290733,0.84266663
SLAMF8,1.71E-06,-0.805789233
DCAF8,0.999730107,3.726301492
COPA,0.999999998,3.689136871
C1orf204,0.093368149,1.078762475
ATP1A2,0.600219587,5.397837145
NCSTN,0.999982343,1.385677852
CCDC19,2.36E-10,-0.74370178
PEA15,0.698679172,2.233882829
NHLH1,0.640239275,2.01146821
ITLN2,1.15E-05,-0.103276021
PFDN2,0.219933484,0.997817972
ITLN1,0.004891194,-0.319941256
F11R,5.54E-05,0.391175828
SLAMF7,0.006544626,-0.025817722
CD48,0.000152359,-0.994507352
USF1,0.381283032,2.288024967
CD244,0.001747172,-0.718632028
KLHDC9,5.37E-06,0.822888475
LY9,4.14E-10,-1.135617908
PVRL4,0.439337893,2.080935529
CD84,0.000390057,-0.34290415
SLAMF1,0.135406432,0.23961766
SLAMF6,0.356879515,0.438308162
NIT1,0.000861525,-1.506923579
UFC1,0.089954188,0.544186153
VANGL2,0.948574652,2.349700114
DEDD,0.86950321,2.68504757
ARHGAP30,0.968957888,-0.634254378
FCGR2B,0.047402608,1.857166732
B4GALT3,0.020822874,1.387500286
FCGR2A,0.000150862,1.177529219
APOA2,0.009437055,0.309657895
C1orf192,5.00E-06,1.169910149
SDHC,0.095419956,1.095720503
FCER1G,0.635845638,-0.291763872
USP21,0.074651654,1.859164294
TOMM40L,0.744035828,1.331937922
ADAMTS4,0.00546594,1.185876163
HSPA6,0.461296069,3.24760986
MPZ,0.691715781,1.585830851
FCGR3B,3.30E-05,0.494563907
NR1I3,0.00035522,0.103499264
NDUFS2,0.997735395,1.885127173
FCRLA,0.000166358,-1.429305455
FCGR3A,1.22E-05,-0.18598539
PPOX,0.32833176,1.804373226
PCP4L1,0.22398583,-0.183476189
FCRLB,1.20E-08,1.739466445
UHMK1,0.729319452,0.993513459
ATF6,3.11E-05,-0.166633827
RGS4,1.59E-05,0.311856231
OLFML2B,3.02E-06,-0.51448828
HSD17B7,0.001754508,1.326171209
MGST3,0.007153041,0.821146022
SH2D1B,0.059883365,-0.323835154
PBX1,0.910582151,3.993684671
NUF2,6.56E-05,1.082948177
RGS5,0.040499886,0.059348299
RXRG,0.937024402,1.696575839
LRRC52,0.001329071,0.143920768
C1orf110,1.06E-05,-1.550166896
DUSP12,0.003535337,0.805606173
UAP1,0.90807501,1.282879509
LMX1A,0.901260324,0.513123308
DDR2,0.990992372,2.088714622
C1orf111,2.10E-05,-1.286986637
NOS1AP,0.119913961,3.317955886
C1orf226,0.723357169,-0.808414015
GPA33,1.50E-06,-0.786950512
FAM78B,0.770974374,1.9433037
MAEL,0.021254638,0.12622325
ALDH9A1,1.29E-05,-0.189975442
CD247,0.661382967,-0.068499197
ADCY10,5.85E-26,-0.702715464
TMCO1,9.55E-07,1.472712241
DCAF6,0.996908923,1.537561475
MPZL1,0.327816834,1.03303016
MPC2,0.449429467,0.742078865
CREG1,0.017079445,-0.362567248
RCSD1,0.10822184,-1.443112365
DUSP27,2.05E-15,-2.008973132
POGK,0.917279175,3.802014381
UCK2,0.962082764,2.994027694
ILDR2,0.398939847,2.120587066
POU2F1,0.913950638,1.453512496
TADA1,0.358858663,0.79931199
GPR161,0.02957929,1.078226873
METTL18,0.028935054,-1.403381713
BLZF1,7.05E-06,-0.334591235
CCDC181,3.80E-07,-0.439955858
ATP1B1,0.995564605,2.30928499
KIFAP3,0.001971549,1.209316355
XCL1,0.088160228,-0.40160193
DPT,9.11E-05,-0.369120727
SELP,4.62E-20,-1.315130129
XCL2,0.087432539,0.028981921
C1orf112,5.98E-08,-1.180728571
SFT2D2,0.003949651,0.462431977
NME7,0.003528477,-0.543301342
SELE,1.66E-08,-1.108282946
SCYL3,0.547053808,0.281316244
F5,4.69E-08,-1.301628719
SLC19A2,0.004285879,0.064857282
TBX19,2.80E-05,0.576119751
TIPRL,0.86724967,1.721511269
SELL,0.001734631,-1.462488896
FMO2,0.00129018,-0.705867262
MYOC,5.02E-08,0.087794034
FMO4,2.41E-09,-0.725819887
PRRC2C,1,0.369417517
C1orf105,0.000319848,-0.185757955
GORAB,6.83E-06,-0.234513223
DNM3,0.028276991,2.43461259
FMO1,5.10E-07,-0.3618908
VAMP4,0.919995934,-0.12818594
MROH9,2.47E-06,-1.05464789
SUCO,0.302497744,-0.196873488
FASLG,0.611670214,-0.193145087
FMO3,2.83E-09,-1.31742124
PRRX1,0.752904237,2.1209238
PRDX6,0.009989768,1.288481078
TNFSF4,0.125230007,0.444094062
FMO6P,0.376800998,-0.334290684
METTL13,0.00133198,0.472359889
PIGC,0.000110183,-0.235639472
TNFSF18,0.000468356,-2.407870534
MRPS14,0.001658745,0.52766427
DARS2,4.41E-09,0.55576951
PAPPA2,0.001250054,0.125957733
RFWD2,0.998566093,3.505161873
RC3H1,0.999539903,2.48324028
TNN,5.19E-15,-1.016422386
SLC9C2,1.19E-06,0.653767302
RABGAP1L,0.089172714,0.740765572
CACYBP,0.943386849,0.954525568
SEC16B,4.44E-13,-1.889549838
SERPINC1,0.993263587,1.169912705
ZBTB37,0.734036618,0.869733085
ANKRD45,0.019887275,-0.127149623
CENPL,0.513926394,-0.30456629
KLHL20,0.061677082,3.495695299
ASTN1,0.999415997,1.410282564
BRINP2,0.999086308,0.791156173
TNR,0.987762732,1.452356998
GPR52,0.065458592,1.087191044
C1ORF220,0.000458582,-1.007656087
IFRG15,0.702840889,1.165568354
FAM163A,0.579850964,0.573239158
ANGPTL1,1.53E-08,-0.677251271
SOAT1,1.67E-05,-0.002077294
ABL2,0.009702577,1.305253998
LHX4,0.401093501,0.703631869
TDRD5,0.975818615,0.363338549
TOR1AIP1,0.064614782,-0.574840784
CEP350,0.99999639,-1.875637784
AXDND1,1.80E-15,-2.29263567
TOR3A,2.47E-08,0.044499431
FAM20B,0.28581378,-0.024183765
NPHS2,0.008964142,0.550980396
TEX35,0.001664771,-0.437096722
RALGPS2,0.922194824,1.691089312
TOR1AIP2,4.04E-05,-0.2470703
QSOX1,6.78E-05,-0.460479252
RASAL2,0.226449659,0.70452501
RGS8,0.520349598,1.043474299
GLUL,0.977842593,1.728573169
TEDDM1,0.084146706,-1.15667301
LAMC2,7.93E-05,-0.638236968
CACNA1E,1,6.609239716
IER5,0.666267931,2.516721151
SHCBP1L,7.09E-10,-0.010210581
MR1,5.61E-09,-1.248312063
NPL,4.51E-07,-0.220731339
KIAA1614,2.19E-13,0.551276228
RNASEL,8.98E-09,-1.312597368
DHX9,0.999999986,6.078003141
STX6,0.019849117,-0.715222435
NMNAT2,0.943848445,2.588485416
LAMC1,0.999999625,0.928304558
XPR1,0.998119588,3.698701479
ZNF648,8.27E-06,1.658031302
ACBD6,0.064959259,-0.776057439
RGS16,0.009002649,-0.030746598
APOBEC4,0.000618475,-0.35739234
SMG7,0.999981493,1.127022738
RNF2,0.944004162,2.566130752
IVNS1ABP,0.999065766,1.873090774
TRMT1L,0.939618901,1.064035183
FAM129A,1.40E-13,-1.094652956
NCF2,8.51E-05,0.953147824
TPR,1,2.352545705
RGL1,0.987846909,1.748028317
OCLM,0.017329039,0.042183453
PRG4,0.469279559,-2.35691956
COLGALT2,5.02E-07,0.973508417
SWT1,0.117421725,-0.226569193
ARPC5,0.772685975,1.852252847
EDEM3,0.122702493,-0.07544218
HMCN1,2.19E-18,-2.282840158
