Pathway1,Pathway2,vec
Amphetamine.addiction_Homo.sapiens_hsa05031,Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,0.263157895
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Gap.junction_Homo.sapiens_hsa04540,0.263157895
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Glucagon.signaling.pathway_Homo.sapiens_hsa04922,0.263157895
Glucagon.signaling.pathway_Homo.sapiens_hsa04922,AMPK.signaling.pathway_Homo.sapiens_hsa04152,0.263157895
Influenza.A_Homo.sapiens_hsa05164,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.263157895
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Alcoholism_Homo.sapiens_hsa05034,0.263157895
Huntington.s.disease_Homo.sapiens_hsa05016,Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,0.263157895
Circadian.entrainment_Homo.sapiens_hsa04713,Melanogenesis_Homo.sapiens_hsa04916,0.263157895
Circadian.entrainment_Homo.sapiens_hsa04713,Serotonergic.synapse_Homo.sapiens_hsa04726,0.263157895
Tuberculosis_Homo.sapiens_hsa05152,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.263157895
Amphetamine.addiction_Homo.sapiens_hsa05031,Circadian.entrainment_Homo.sapiens_hsa04713,0.260869565
Alzheimer.s.disease_Homo.sapiens_hsa05010,Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,0.260869565
Circadian.entrainment_Homo.sapiens_hsa04713,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.260869565
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Renin.secretion_Homo.sapiens_hsa04924,0.260869565
Glutamatergic.synapse_Homo.sapiens_hsa04724,Amphetamine.addiction_Homo.sapiens_hsa05031,0.259259259
Circadian.entrainment_Homo.sapiens_hsa04713,Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,0.259259259
Long.term.potentiation_Homo.sapiens_hsa04720,cAMP.signaling.pathway_Homo.sapiens_hsa04024,0.259259259
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Long.term.depression_Homo.sapiens_hsa04730,0.259259259
Apoptosis_Homo.sapiens_hsa04210,Influenza.A_Homo.sapiens_hsa05164,0.259259259
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Dopaminergic.synapse_Homo.sapiens_hsa04728,0.258064516
Amphetamine.addiction_Homo.sapiens_hsa05031,Calcium.signaling.pathway_Homo.sapiens_hsa04020,0.25
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,0.25
Circadian.entrainment_Homo.sapiens_hsa04713,Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,0.25
Long.term.potentiation_Homo.sapiens_hsa04720,Gap.junction_Homo.sapiens_hsa04540,0.25
Cholinergic.synapse_Homo.sapiens_hsa04725,Gap.junction_Homo.sapiens_hsa04540,0.25
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Glucagon.signaling.pathway_Homo.sapiens_hsa04922,0.25
Cocaine.addiction_Homo.sapiens_hsa05030,Huntington.s.disease_Homo.sapiens_hsa05016,0.25
Insulin.signaling.pathway_Homo.sapiens_hsa04910,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.25
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.25
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.25
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.25
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.25
Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.25
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.25
Long.term.depression_Homo.sapiens_hsa04730,Melanogenesis_Homo.sapiens_hsa04916,0.25
Tight.junction_Homo.sapiens_hsa04530,Adherens.junction_Homo.sapiens_hsa04520,0.25
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.25
Platelet.activation_Homo.sapiens_hsa04611,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.25
Dopaminergic.synapse_Homo.sapiens_hsa04728,Oocyte.meiosis_Homo.sapiens_hsa04114,0.25
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.25
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.25
Axon.guidance_Homo.sapiens_hsa04360,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.25
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.25
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.25
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Renin.secretion_Homo.sapiens_hsa04924,0.25
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,Renin.secretion_Homo.sapiens_hsa04924,0.25
Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,Renin.secretion_Homo.sapiens_hsa04924,0.25
Oocyte.meiosis_Homo.sapiens_hsa04114,Renin.secretion_Homo.sapiens_hsa04924,0.25
Glutamatergic.synapse_Homo.sapiens_hsa04724,Calcium.signaling.pathway_Homo.sapiens_hsa04020,0.242424242
Circadian.entrainment_Homo.sapiens_hsa04713,cAMP.signaling.pathway_Homo.sapiens_hsa04024,0.24137931
TNF.signaling.pathway_Homo.sapiens_hsa04668,Insulin.resistance_Homo.sapiens_hsa04931,0.24
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,GnRH.signaling.pathway_Homo.sapiens_hsa04912,0.24
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Insulin.secretion_Homo.sapiens_hsa04911,0.24
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,0.24
Long.term.potentiation_Homo.sapiens_hsa04720,Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,0.238095238
Long.term.potentiation_Homo.sapiens_hsa04720,Cholinergic.synapse_Homo.sapiens_hsa04725,0.238095238
Insulin.resistance_Homo.sapiens_hsa04931,Estrogen.signaling.pathway_Homo.sapiens_hsa04915,0.238095238
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,0.238095238
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Tuberculosis_Homo.sapiens_hsa05152,0.238095238
TNF.signaling.pathway_Homo.sapiens_hsa04668,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.238095238
Amphetamine.addiction_Homo.sapiens_hsa05031,Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,0.238095238
Glutamatergic.synapse_Homo.sapiens_hsa04724,Renin.secretion_Homo.sapiens_hsa04924,0.238095238
Calcium.signaling.pathway_Homo.sapiens_hsa04020,cAMP.signaling.pathway_Homo.sapiens_hsa04024,0.235294118
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Insulin.secretion_Homo.sapiens_hsa04911,0.235294118
Long.term.depression_Homo.sapiens_hsa04730,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.235294118
Gap.junction_Homo.sapiens_hsa04540,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.235294118
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.235294118
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Melanogenesis_Homo.sapiens_hsa04916,0.235294118
Hepatitis.B_Homo.sapiens_hsa05161,Melanogenesis_Homo.sapiens_hsa04916,0.235294118
Long.term.depression_Homo.sapiens_hsa04730,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.235294118
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.235294118
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Oocyte.meiosis_Homo.sapiens_hsa04114,0.235294118
Long.term.potentiation_Homo.sapiens_hsa04720,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.235294118
Influenza.A_Homo.sapiens_hsa05164,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.235294118
Influenza.A_Homo.sapiens_hsa05164,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.235294118
Circadian.entrainment_Homo.sapiens_hsa04713,Nicotine.addiction_Homo.sapiens_hsa05033,0.235294118
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Long.term.depression_Homo.sapiens_hsa04730,0.230769231
Dopaminergic.synapse_Homo.sapiens_hsa04728,Alzheimer.s.disease_Homo.sapiens_hsa05010,0.230769231
Dopaminergic.synapse_Homo.sapiens_hsa04728,Huntington.s.disease_Homo.sapiens_hsa05016,0.230769231
Apoptosis_Homo.sapiens_hsa04210,Hepatitis.B_Homo.sapiens_hsa05161,0.230769231
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Hepatitis.B_Homo.sapiens_hsa05161,0.230769231
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.230769231
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Melanogenesis_Homo.sapiens_hsa04916,0.230769231
Pathways.in.cancer_Homo.sapiens_hsa05200,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.230769231
Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.230769231
Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.230769231
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.230769231
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.230769231
Melanogenesis_Homo.sapiens_hsa04916,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.230769231
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,0.230769231
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,0.230769231
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Vasopressin.regulated.water.reabsorption_Homo.sapiens_hsa04962,0.230769231
Amphetamine.addiction_Homo.sapiens_hsa05031,Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,0.227272727
Platelet.activation_Homo.sapiens_hsa04611,Long.term.depression_Homo.sapiens_hsa04730,0.227272727
Dopaminergic.synapse_Homo.sapiens_hsa04728,Long.term.depression_Homo.sapiens_hsa04730,0.227272727
Amphetamine.addiction_Homo.sapiens_hsa05031,Cholinergic.synapse_Homo.sapiens_hsa04725,0.227272727
Insulin.resistance_Homo.sapiens_hsa04931,Glucagon.signaling.pathway_Homo.sapiens_hsa04922,0.227272727
Platelet.activation_Homo.sapiens_hsa04611,Estrogen.signaling.pathway_Homo.sapiens_hsa04915,0.227272727
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Huntington.s.disease_Homo.sapiens_hsa05016,0.227272727
Long.term.potentiation_Homo.sapiens_hsa04720,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.227272727
Alcoholism_Homo.sapiens_hsa05034,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.227272727
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.227272727
Apoptosis_Homo.sapiens_hsa04210,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.227272727
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Renin.secretion_Homo.sapiens_hsa04924,0.227272727
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Calcium.signaling.pathway_Homo.sapiens_hsa04020,0.222222222
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,cAMP.signaling.pathway_Homo.sapiens_hsa04024,0.222222222
Glutamatergic.synapse_Homo.sapiens_hsa04724,Cholinergic.synapse_Homo.sapiens_hsa04725,0.222222222
Calcium.signaling.pathway_Homo.sapiens_hsa04020,GnRH.signaling.pathway_Homo.sapiens_hsa04912,0.222222222
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Glucagon.signaling.pathway_Homo.sapiens_hsa04922,0.222222222
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Insulin.secretion_Homo.sapiens_hsa04911,0.222222222
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Insulin.secretion_Homo.sapiens_hsa04911,0.222222222
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Insulin.signaling.pathway_Homo.sapiens_hsa04910,0.222222222
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.222222222
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.222222222
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.222222222
Long.term.potentiation_Homo.sapiens_hsa04720,Melanogenesis_Homo.sapiens_hsa04916,0.222222222
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.222222222
Long.term.potentiation_Homo.sapiens_hsa04720,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.222222222
Cholinergic.synapse_Homo.sapiens_hsa04725,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.222222222
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Oocyte.meiosis_Homo.sapiens_hsa04114,0.222222222
Cholinergic.synapse_Homo.sapiens_hsa04725,Oocyte.meiosis_Homo.sapiens_hsa04114,0.222222222
Influenza.A_Homo.sapiens_hsa05164,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.222222222
Alzheimer.s.disease_Homo.sapiens_hsa05010,Nicotine.addiction_Homo.sapiens_hsa05033,0.222222222
Platelet.activation_Homo.sapiens_hsa04611,Renin.secretion_Homo.sapiens_hsa04924,0.222222222
Alzheimer.s.disease_Homo.sapiens_hsa05010,Renin.secretion_Homo.sapiens_hsa04924,0.222222222
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Platelet.activation_Homo.sapiens_hsa04611,0.21875
Dopaminergic.synapse_Homo.sapiens_hsa04728,Gap.junction_Homo.sapiens_hsa04540,0.217391304
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.217391304
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Serotonergic.synapse_Homo.sapiens_hsa04726,0.217391304
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.217391304
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Oocyte.meiosis_Homo.sapiens_hsa04114,0.217391304
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.217391304
MAPK.signaling.pathway_Homo.sapiens_hsa04010,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.217391304
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,0.214285714
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,0.214285714
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Cholinergic.synapse_Homo.sapiens_hsa04725,0.214285714
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Cholinergic.synapse_Homo.sapiens_hsa04725,0.214285714
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Influenza.A_Homo.sapiens_hsa05164,0.214285714
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.214285714
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.214285714
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,0.214285714
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,0.214285714
Glutamatergic.synapse_Homo.sapiens_hsa04724,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.214285714
Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.214285714
Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,Serotonergic.synapse_Homo.sapiens_hsa04726,0.214285714
Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.214285714
Melanogenesis_Homo.sapiens_hsa04916,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.214285714
Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.214285714
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.214285714
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.214285714
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.214285714
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.214285714
Wnt.signaling.pathway_Homo.sapiens_hsa04310,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.214285714
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.214285714
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Pertussis_Homo.sapiens_hsa05133,0.214285714
Glucagon.signaling.pathway_Homo.sapiens_hsa04922,Vasopressin.regulated.water.reabsorption_Homo.sapiens_hsa04962,0.214285714
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Vasopressin.regulated.water.reabsorption_Homo.sapiens_hsa04962,0.214285714
Hepatitis.B_Homo.sapiens_hsa05161,Vasopressin.regulated.water.reabsorption_Homo.sapiens_hsa04962,0.214285714
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Vasopressin.regulated.water.reabsorption_Homo.sapiens_hsa04962,0.214285714
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Hepatitis.B_Homo.sapiens_hsa05161,0.210526316
Cholinergic.synapse_Homo.sapiens_hsa04725,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.210526316
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Alcoholism_Homo.sapiens_hsa05034,0.210526316
Influenza.A_Homo.sapiens_hsa05164,NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,0.210526316
Cocaine.addiction_Homo.sapiens_hsa05030,Melanogenesis_Homo.sapiens_hsa04916,0.210526316
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Melanogenesis_Homo.sapiens_hsa04916,0.210526316
Platelet.activation_Homo.sapiens_hsa04611,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.210526316
TNF.signaling.pathway_Homo.sapiens_hsa04668,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.210526316
Cocaine.addiction_Homo.sapiens_hsa05030,Circadian.entrainment_Homo.sapiens_hsa04713,0.208333333
Platelet.activation_Homo.sapiens_hsa04611,Cholinergic.synapse_Homo.sapiens_hsa04725,0.208333333
Long.term.potentiation_Homo.sapiens_hsa04720,Huntington.s.disease_Homo.sapiens_hsa05016,0.208333333
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Huntington.s.disease_Homo.sapiens_hsa05016,0.208333333
Cholinergic.synapse_Homo.sapiens_hsa04725,Huntington.s.disease_Homo.sapiens_hsa05016,0.208333333
Huntington.s.disease_Homo.sapiens_hsa05016,Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,0.208333333
Huntington.s.disease_Homo.sapiens_hsa05016,Alcoholism_Homo.sapiens_hsa05034,0.208333333
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.208333333
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.208333333
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Platelet.activation_Homo.sapiens_hsa04611,0.206896552
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Gap.junction_Homo.sapiens_hsa04540,0.206896552
Glutamatergic.synapse_Homo.sapiens_hsa04724,cAMP.signaling.pathway_Homo.sapiens_hsa04024,0.205882353
Long.term.potentiation_Homo.sapiens_hsa04720,Long.term.depression_Homo.sapiens_hsa04730,0.2
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Long.term.depression_Homo.sapiens_hsa04730,0.2
Glutamatergic.synapse_Homo.sapiens_hsa04724,Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,0.2
Cocaine.addiction_Homo.sapiens_hsa05030,Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,0.2
Amphetamine.addiction_Homo.sapiens_hsa05031,Alzheimer.s.disease_Homo.sapiens_hsa05010,0.2
TNF.signaling.pathway_Homo.sapiens_hsa04668,MAPK.signaling.pathway_Homo.sapiens_hsa04010,0.2
Insulin.resistance_Homo.sapiens_hsa04931,mTOR.signaling.pathway_Homo.sapiens_hsa04150,0.2
Long.term.potentiation_Homo.sapiens_hsa04720,Estrogen.signaling.pathway_Homo.sapiens_hsa04915,0.2
Glutamatergic.synapse_Homo.sapiens_hsa04724,Huntington.s.disease_Homo.sapiens_hsa05016,0.2
Amphetamine.addiction_Homo.sapiens_hsa05031,Huntington.s.disease_Homo.sapiens_hsa05016,0.2
TNF.signaling.pathway_Homo.sapiens_hsa04668,Influenza.A_Homo.sapiens_hsa05164,0.2
Apoptosis_Homo.sapiens_hsa04210,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.2
Circadian.entrainment_Homo.sapiens_hsa04713,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.2
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,0.2
Dopaminergic.synapse_Homo.sapiens_hsa04728,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.2
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,Melanogenesis_Homo.sapiens_hsa04916,0.2
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Melanogenesis_Homo.sapiens_hsa04916,0.2
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.2
Melanogenesis_Homo.sapiens_hsa04916,Serotonergic.synapse_Homo.sapiens_hsa04726,0.2
Serotonergic.synapse_Homo.sapiens_hsa04726,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.2
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Oocyte.meiosis_Homo.sapiens_hsa04114,0.2
