GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue May 16 15:04:47 BST 2017

Gene	Score	Description
RAPGEF4	0.88	Rap guanine nucleotide exchange factor (GEF) 4 [Source:HGNC Symbol;Acc:16626]
ZMYM2	0.88	zinc finger, MYM-type 2 [Source:HGNC Symbol;Acc:12989]
ELF1	0.88	E74-like factor 1 (ets domain transcription factor) [Source:HGNC Symbol;Acc:3316]
FOXJ3	0.88	forkhead box J3 [Source:HGNC Symbol;Acc:29178]
MATR3	0.87	matrin 3 [Source:HGNC Symbol;Acc:6912]
MFAP1	0.87	microfibrillar-associated protein 1 [Source:HGNC Symbol;Acc:7032]
TIA1	0.87	TIA1 cytotoxic granule-associated RNA binding protein [Source:HGNC Symbol;Acc:11802]
PRPF3	0.87	pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:17348]
ATRX	0.87	alpha thalassemia/mental retardation syndrome X-linked [Source:HGNC Symbol;Acc:886]
SLTM	0.87	SAFB-like, transcription modulator [Source:HGNC Symbol;Acc:20709]
KIAA0947	0.87	KIAA0947 [Source:HGNC Symbol;Acc:29154]
PDS5A	0.87	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:29088]
SRSF2	0.87	serine/arginine-rich splicing factor 2 [Source:HGNC Symbol;Acc:10783]
PPP4C	0.86	protein phosphatase 4, catalytic subunit [Source:HGNC Symbol;Acc:9319]
PNRC1	0.86	proline-rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:17278]
ANXA4	0.86	annexin A4 [Source:HGNC Symbol;Acc:542]
EP300	0.86	E1A binding protein p300 [Source:HGNC Symbol;Acc:3373]
DAAM1	0.86	dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:18142]
YTHDC2	0.86	YTH domain containing 2 [Source:HGNC Symbol;Acc:24721]
KIAA1033	0.85	KIAA1033 [Source:HGNC Symbol;Acc:29174]
SRSF6	0.85	serine/arginine-rich splicing factor 6 [Source:HGNC Symbol;Acc:10788]
HIF1A	0.85	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor) [Source:HGNC Symbol;Acc:4910]

Network Group	Network	Weight	Title	Authors	Year	Publication	PMID	URL	Processing Method	Interactions	Source	Source URL	Tags
Physical interactions		78.93
	Zhou-Liang-2012	7.49	Shotgun proteomics and network analysis of ubiquitin-related proteins from human breast carcinoma epithelial cells.	Zhou, Bi, Lin, Chen, Wang, Liang	2012	Mol Cell Biochem	21853274	http://www.ncbi.nlm.nih.gov/pubmed/21853274	Direct interaction	207	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cancer,Epithelial Cells,Cell Line,Transcription Factors,Breast Cancer
	Singh-Moore-2012	5.44	The cellular EJC interactome reveals higher-order mRNP structure and an EJC-SR protein nexus.	Singh, Kucukural, Cenik, Leszyk, Shaffer, Weng, Moore	2012	Cell	23084401	http://www.ncbi.nlm.nih.gov/pubmed/23084401	Direct interaction	301	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Altun-Kessler-2011	4.12	Activity-based chemical proteomics accelerates inhibitor development for deubiquitylating enzymes.	Altun, Kramer, Willems, McDermott, Leach, Goldenberg, Kumar, Konietzny, Fischer, Kogan, Mackeen, McGouran, Khoronenkova, Parsons, Dianov, Nicholson, Kessler	2011	Chem Biol	22118674	http://www.ncbi.nlm.nih.gov/pubmed/22118674	Direct interaction	287	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Matsumoto-Nakayama-2005	2.99	Large-scale analysis of the human ubiquitin-related proteome.	Matsumoto, Hatakeyama, Oyamada, Oda, Nishimura, Nakayama	2005	Proteomics	16196087	http://www.ncbi.nlm.nih.gov/pubmed/16196087	Direct interaction	648	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Lee-Doedens-2011	2.91	Ubiquitin ligase substrate identification through quantitative proteomics at both the protein and peptide levels.	Lee, Hammerle, Andrews, Stokes, Mustelin, Silva, Black, Doedens	2011	J Biol Chem	21987572	http://www.ncbi.nlm.nih.gov/pubmed/21987572	Direct interaction	1320	BIOGRID	http://thebiogrid.org/	
	Behzadnia-Lührmann-2007	2.15	Composition and three-dimensional EM structure of double affinity-purified, human prespliceosomal A complexes.	Behzadnia, Golas, Hartmuth, Sander, Kastner, Deckert, Dube, Will, Urlaub, Stark, Lührmann	2007	EMBO J	17332742	http://www.ncbi.nlm.nih.gov/pubmed/17332742	Direct interaction	112	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Jones-MacBeath-2006	2.14	A quantitative protein interaction network for the ErbB receptors using protein microarrays.	Jones, Gordus, Krall, MacBeath	2006	Nature	16273093	http://www.ncbi.nlm.nih.gov/pubmed/16273093	Direct interaction	172	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Cell Line
	Maréchal-Zou-2014	2.01	PRP19 transforms into a sensor of RPA-ssDNA after DNA damage and drives ATR activation via a ubiquitin-mediated circuitry.	Maréchal, Li, Ji, Wu, Yazinski, Nguyen, Liu, Jiménez, Jin, Zou	2014	Mol Cell	24332808	http://www.ncbi.nlm.nih.gov/pubmed/24332808	Direct interaction	996	BIOGRID	http://thebiogrid.org/	Transcription Factors,Signal Transduction
	Berggård-James-2006	1.90	140 mouse brain proteins identified by Ca2+-calmodulin affinity chromatography and tandem mass spectrometry.	Berggård, Arrigoni, Olsson, Fex, Linse, James	2006	J Proteome Res	16512683	http://www.ncbi.nlm.nih.gov/pubmed/16512683	Direct interaction	151	IREF	http://irefindex.uio.no/wiki/iRefIndex	Brain,Nervous System
	Shi-Qin-2011	1.82	A data set of human endogenous protein ubiquitination sites.	Shi, Chan, Jung, Malovannaya, Wang, Qin	2011	Mol Cell Proteomics	20972266	http://www.ncbi.nlm.nih.gov/pubmed/20972266	Direct interaction	269	BIOGRID	http://thebiogrid.org/	Cancer
	Vanderwerf-Bagby-2009	1.80	TLR8-dependent TNF-(alpha) overexpression in Fanconi anemia group C cells.	Vanderwerf, Svahn, Olson, Rathbun, Harrington, Yates, Keeble, Anderson, Anur, Pereira, Pilonetto, Pasquini, Bagby	2009	Blood	19850743	http://www.ncbi.nlm.nih.gov/pubmed/19850743	Direct interaction	149	BIOGRID	http://thebiogrid.org/	Knockout,Cell Signalling,Signal Transduction
	Mak-Moffat-2010	1.71	A lentiviral functional proteomics approach identifies chromatin remodeling complexes important for the induction of pluripotency.	Mak, Ni, Hewel, Chen, Zhong, Karamboulas, Blakely, Smiley, Marcon, Roudeva, Li, Olsen, Wan, Punna, Isserlin, Chetyrkin, Gingras, Emili, Greenblatt, Moffat	2010	Mol Cell Proteomics	20305087	http://www.ncbi.nlm.nih.gov/pubmed/20305087	Direct interaction	108	BIOGRID	http://thebiogrid.org/	Transcription Factors,Cell Line,Cultured Cells,Stem Cells
	McCracken-Blencowe-2005	1.56	Proteomic analysis of SRm160-containing complexes reveals a conserved association with cohesin.	McCracken, Longman, Marcon, Moens, Downey, Nickerson, Jessberger, Wilde, Caceres, Emili, Blencowe	2005	J Biol Chem	16159877	http://www.ncbi.nlm.nih.gov/pubmed/16159877	Direct interaction	177	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Neganova-Lako-2011	1.51	An important role for CDK2 in G1 to S checkpoint activation and DNA damage response in human embryonic stem cells.	Neganova, Vilella, Atkinson, Lloret, Passos, von Zglinicki, O'Connor, Burks, Jones, Armstrong, Lako	2011	Stem Cells	21319273	http://www.ncbi.nlm.nih.gov/pubmed/21319273	Direct interaction	388	IREF	http://irefindex.uio.no/wiki/iRefIndex	Development,Cultured Cells,Cancer,Cell Proliferation,Apoptosis,Cell Line,Stem Cells,Transcription Factors
	Gloeckner-Ueffing-2007	1.16	A novel tandem affinity purification strategy for the efficient isolation and characterisation of native protein complexes.	Gloeckner, Boldt, Schumacher, Roepman, Ueffing	2007	Proteomics	17979178	http://www.ncbi.nlm.nih.gov/pubmed/17979178	Direct interaction	100	BIOGRID	http://thebiogrid.org/	Cell Line,Cultured Cells,Cancer
	McFarland-Nussbaum-2008	1.16	Proteomics analysis identifies phosphorylation-dependent alpha-synuclein protein interactions.	McFarland, Ellis, Markey, Nussbaum	2008	Mol Cell Proteomics	18614564	http://www.ncbi.nlm.nih.gov/pubmed/18614564	Direct interaction	157	IREF	http://irefindex.uio.no/wiki/iRefIndex	Brain,Nervous System
	Bett-Hay-2013	1.16	The P-body component USP52/PAN2 is a novel regulator of HIF1A mRNA stability.	Bett, Ibrahim, Garg, Kelly, Pedrioli, Rocha, Hay	2013	Biochem J	23398456	http://www.ncbi.nlm.nih.gov/pubmed/23398456	Direct interaction	317	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Cancer
	Udeshi-Carr-2012	1.07	Methods for quantification of in vivo changes in protein ubiquitination following proteasome and deubiquitinase inhibition.	Udeshi, Mani, Eisenhaure, Mertins, Jaffe, Clauser, Hacohen, Carr	2012	Mol Cell Proteomics	22505724	http://www.ncbi.nlm.nih.gov/pubmed/22505724	Direct interaction	2481	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line,Cancer,Immune System
	Jeronimo-Coulombe-2007	1.01	Systematic analysis of the protein interaction network for the human transcription machinery reveals the identity of the 7SK capping enzyme.	Jeronimo, Forget, Bouchard, Li, Chua, Poitras, Thérien, Bergeron, Bourassa, Greenblatt, Chabot, Poirier, Hughes, Blanchette, Price, Coulombe	2007	Mol Cell	17643375	http://www.ncbi.nlm.nih.gov/pubmed/17643375	Direct interaction	699	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Oshikawa-Nakayama-2012	0.99	Proteome-wide identification of ubiquitylation sites by conjugation of engineered lysine-less ubiquitin.	Oshikawa, Matsumoto, Oyamada, Nakayama	2012	J Proteome Res	22053931	http://www.ncbi.nlm.nih.gov/pubmed/22053931	Direct interaction	895	BIOGRID	http://thebiogrid.org/	
	Kneissl-Grummt-2003	0.92	Interaction and assembly of murine pre-replicative complex proteins in yeast and mouse cells.	Kneissl, Pütter, Szalay, Grummt	2003	J Mol Biol	12614612	http://www.ncbi.nlm.nih.gov/pubmed/12614612	Direct interaction	81	BIOGRID	http://thebiogrid.org/	Cell Proliferation,Transcription Factors,Cultured Cells,Cell Line
	Zhou-Conrads-2004	0.87	An investigation into the human serum "interactome".	Zhou, Lucas, Chan, Issaq, Petricoin, Liotta, Veenstra, Conrads	2004	Electrophoresis	15174051	http://www.ncbi.nlm.nih.gov/pubmed/15174051	Direct interaction	160	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Xu-Ye-2012	0.86	SGTA recognizes a noncanonical ubiquitin-like domain in the Bag6-Ubl4A-Trc35 complex to promote endoplasmic reticulum-associated degradation.	Xu, Cai, Yang, Huang, Ye	2012	Cell Rep	23246001	http://www.ncbi.nlm.nih.gov/pubmed/23246001	Direct interaction	224	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Cell Line
	Brehme-Superti-Furga-2009	0.84	Charting the molecular network of the drug target Bcr-Abl.	Brehme, Hantschel, Colinge, Kaupe, Planyavsky, Köcher, Mechtler, Bennett, Superti-Furga	2009	Proc Natl Acad Sci U S A	19380743	http://www.ncbi.nlm.nih.gov/pubmed/19380743	Direct interaction	579	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Cancer,Cell Line
	Varjosalo-Superti-Furga-2013	0.81	Interlaboratory reproducibility of large-scale human protein-complex analysis by standardized AP-MS.	Varjosalo, Sacco, Stukalov, van Drogen, Planyavsky, Hauri, Aebersold, Bennett, Colinge, Gstaiger, Superti-Furga	2013	Nat Methods	23455922	http://www.ncbi.nlm.nih.gov/pubmed/23455922	Direct interaction	4194	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Yu-Chow-2013	0.80	VCP phosphorylation-dependent interaction partners prevent apoptosis in Helicobacter pylori-infected gastric epithelial cells.	Yu, Yang, Chang, Chuang, Lin, Wu, Chow	2013	PLoS One	23383273	http://www.ncbi.nlm.nih.gov/pubmed/23383273	Direct interaction	272	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cultured Cells,Signal Transduction,Cancer,Cell Proliferation,Apoptosis,Cell Line,Epithelial Cells
	Freibaum-Taylor-2010	0.80	Global analysis of TDP-43 interacting proteins reveals strong association with RNA splicing and translation machinery.	Freibaum, Chitta, High, Taylor	2010	J Proteome Res	20020773	http://www.ncbi.nlm.nih.gov/pubmed/20020773	Direct interaction	222	BIOGRID	http://thebiogrid.org/	Transcription Factors,Cultured Cells,Cell Line,Immune System
	Varjosalo-Gstaiger-2013 B	0.78	The protein interaction landscape of the human CMGC kinase group.	Varjosalo, Keskitalo, Van Drogen, Nurkkala, Vichalkovski, Aebersold, Gstaiger	2013	Cell Rep	23602568	http://www.ncbi.nlm.nih.gov/pubmed/23602568	Direct interaction	306	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Hegele-Stelzl-2012 B	0.77	Dynamic protein-protein interaction wiring of the human spliceosome.	Hegele, Kamburov, Grossmann, Sourlis, Wowro, Weimann, Will, Pena, Lührmann, Stelzl	2012	Mol Cell	22365833	http://www.ncbi.nlm.nih.gov/pubmed/22365833	Direct interaction	600	BIOGRID	http://thebiogrid.org/	
	IREF-DIP	0.77							Direct interaction	3719	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Kristensen-Foster-2012	0.77	A high-throughput approach for measuring temporal changes in the interactome.	Kristensen, Gsponer, Foster	2012	Nat Methods	22863883	http://www.ncbi.nlm.nih.gov/pubmed/22863883	Direct interaction	7104	BIOGRID	http://thebiogrid.org/	Time Series
	Havugimana-Emili-2012	0.73	A census of human soluble protein complexes.	Havugimana, Hart, Nepusz, Yang, Turinsky, Li, Wang, Boutz, Fong, Phanse, Babu, Craig, Hu, Wan, Vlasblom, Dar, Bezginov, Clark, Wu, Wodak, Tillier, Paccanaro, Marcotte, Emili	2012	Cell	22939629	http://www.ncbi.nlm.nih.gov/pubmed/22939629	Direct interaction	13710	BIOGRID	http://thebiogrid.org/	
	Agrawal-Sedivy-2010	0.72	Proteomic profiling of Myc-associated proteins.	Agrawal, Yu, Salomon, Sedivy	2010	Cell Cycle	21150319	http://www.ncbi.nlm.nih.gov/pubmed/21150319	Direct interaction	102	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Cancer
	Weinmann-Meister-2009	0.67	Importin 8 is a gene silencing factor that targets argonaute proteins to distinct mRNAs.	Weinmann, Höck, Ivacevic, Ohrt, Mütze, Schwille, Kremmer, Benes, Urlaub, Meister	2009	Cell	19167051	http://www.ncbi.nlm.nih.gov/pubmed/19167051	Direct interaction	96	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Danielsen-Nielsen-2011	0.66	Mass spectrometric analysis of lysine ubiquitylation reveals promiscuity at site level.	Danielsen, Sylvestersen, Bekker-Jensen, Szklarczyk, Poulsen, Horn, Jensen, Mailand, Nielsen	2011	Mol Cell Proteomics	21139048	http://www.ncbi.nlm.nih.gov/pubmed/21139048	Direct interaction	5424	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Rowbotham-Mermoud-2011	0.62	Maintenance of silent chromatin through replication requires SWI/SNF-like chromatin remodeler SMARCAD1.	Rowbotham, Barki, Neves-Costa, Santos, Dean, Hawkes, Choudhary, Will, Webster, Oxley, Green, Varga-Weisz, Mermoud	2011	Mol Cell	21549307	http://www.ncbi.nlm.nih.gov/pubmed/21549307	Direct interaction	114	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Fibroblasts,Cell Line,Cancer,Cultured Cells
	Foerster-Ritter-2013	0.61	Characterization of the EGFR interactome reveals associated protein complex networks and intracellular receptor dynamics.	Foerster, Kacprowski, Dhople, Hammer, Herzog, Saafan, Bien-Möller, Albrecht, Völker, Ritter	2013	Proteomics	23956138	http://www.ncbi.nlm.nih.gov/pubmed/23956138	Direct interaction	161	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Cannavo-Jiricny-2007	0.61	Characterization of the interactome of the human MutL homologues MLH1, PMS1, and PMS2.	Cannavo, Gerrits, Marra, Schlapbach, Jiricny	2007	J Biol Chem	17148452	http://www.ncbi.nlm.nih.gov/pubmed/17148452	Direct interaction	101	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cell Line,Cultured Cells,Cancer
	Barr-Knapp-2009	0.61	Large-scale structural analysis of the classical human protein tyrosine phosphatome.	Barr, Ugochukwu, Lee, King, Filippakopoulos, Alfano, Savitsky, Burgess-Brown, Müller, Knapp	2009	Cell	19167335	http://www.ncbi.nlm.nih.gov/pubmed/19167335	Direct interaction	165	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Li-Dorf-2011 A	0.58	Mapping a dynamic innate immunity protein interaction network regulating type I interferon production.	Li, Wang, Berman, Kong, Dorf	2011	Immunity	21903422	http://www.ncbi.nlm.nih.gov/pubmed/21903422	Direct interaction	400	BIOGRID	http://thebiogrid.org/	Cell Signalling,Cultured Cells,Cell Line,Immune System
	Cox-Rizzino-2013	0.56	The SOX2-interactome in brain cancer cells identifies the requirement of MSI2 and USP9X for the growth of brain tumor cells.	Cox, Wilder, Gilmore, Wuebben, Washburn, Rizzino	2013	PLoS One	23667531	http://www.ncbi.nlm.nih.gov/pubmed/23667531	Direct interaction	280	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Proliferation,Transcription Factors,Cell Line,Cultured Cells,Cancer
	Giannone-Liu-2010	0.55	The protein network surrounding the human telomere repeat binding factors TRF1, TRF2, and POT1.	Giannone, McDonald, Hurst, Shen, Wang, Liu	2010	PLoS One	20811636	http://www.ncbi.nlm.nih.gov/pubmed/20811636	Direct interaction	279	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Cultured Cells,Cell Line
	Varjosalo-Gstaiger-2013 A	0.51	The protein interaction landscape of the human CMGC kinase group.	Varjosalo, Keskitalo, Van Drogen, Nurkkala, Vichalkovski, Aebersold, Gstaiger	2013	Cell Rep	23602568	http://www.ncbi.nlm.nih.gov/pubmed/23602568	Direct interaction	686	BIOGRID	http://thebiogrid.org/	Cultured Cells,Cell Line
	Persaud-Rotin-2009	0.51	Comparison of substrate specificity of the ubiquitin ligases Nedd4 and Nedd4-2 using proteome arrays.	Persaud, Alberts, Amsen, Xiong, Wasmuth, Saadon, Fladd, Parkinson, Rotin	2009	Mol Syst Biol	19953087	http://www.ncbi.nlm.nih.gov/pubmed/19953087	Direct interaction	244	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	IREF-PUBMED	0.50							Direct interaction	459	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	BIOGRID-SMALL-SCALE-STUDIES	0.49							Direct interaction	51715	BIOGRID	http://thebiogrid.org/	
	Roux-Burke-2012	0.49	A promiscuous biotin ligase fusion protein identifies proximal and interacting proteins in mammalian cells.	Roux, Kim, Raida, Burke	2012	J Cell Biol	22412018	http://www.ncbi.nlm.nih.gov/pubmed/22412018	Direct interaction	113	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors
	Wagner-Choudhary-2011	0.47	A proteome-wide, quantitative survey of in vivo ubiquitylation sites reveals widespread regulatory roles.	Wagner, Beli, Weinert, Nielsen, Cox, Mann, Choudhary	2011	Mol Cell Proteomics	21890473	http://www.ncbi.nlm.nih.gov/pubmed/21890473	Direct interaction	4590	BIOGRID	http://thebiogrid.org/	Signal Transduction
	IREF-MATRIXDB	0.46							Direct interaction	179	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	IREF-INNATEDB	0.46							Direct interaction	3870	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Hutchins-Peters-2010	0.46	Systematic analysis of human protein complexes identifies chromosome segregation proteins.	Hutchins, Toyoda, Hegemann, Poser, Hériché, Sykora, Augsburg, Hudecz, Buschhorn, Bulkescher, Conrad, Comartin, Schleiffer, Sarov, Pozniakovsky, Slabicki, Schloissnig, Steinmacher, Leuschner, Ssykor, Lawo, Pelletier, Stark, Nasmyth, Ellenberg, Durbin, Buchholz, Mechtler, Hyman, Peters	2010	Science	20360068	http://www.ncbi.nlm.nih.gov/pubmed/20360068	Direct interaction	1770	BIOGRID	http://thebiogrid.org/	Cell Proliferation,Nervous System,Localization
	Ramachandran-LaBaer-2004	0.45	Self-assembling protein microarrays.	Ramachandran, Hainsworth, Bhullar, Eisenstein, Rosen, Lau, Walter, LaBaer	2004	Science	15232106	http://www.ncbi.nlm.nih.gov/pubmed/15232106	Direct interaction	113	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Zhao-Krug-2005	0.42	Human ISG15 conjugation targets both IFN-induced and constitutively expressed proteins functioning in diverse cellular pathways.	Zhao, Denison, Huibregtse, Gygi, Krug	2005	Proc Natl Acad Sci U S A	16009940	http://www.ncbi.nlm.nih.gov/pubmed/16009940	Direct interaction	149	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Signalling,Immune System
	Sowa-Harper-2009	0.40	Defining the human deubiquitinating enzyme interaction landscape.	Sowa, Bennett, Gygi, Harper	2009	Cell	19615732	http://www.ncbi.nlm.nih.gov/pubmed/19615732	Direct interaction	1506	BIOGRID	http://thebiogrid.org/	
	Loch-Strickler-2012	0.39	A microarray of ubiquitylated proteins for profiling deubiquitylase activity reveals the critical roles of both chain and substrate.	Loch, Strickler	2012	Biochim Biophys Acta	22626734	http://www.ncbi.nlm.nih.gov/pubmed/22626734	Direct interaction	147	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Roy-Parent-2013	0.37	Novel, gel-free proteomics approach identifies RNF5 and JAMP as modulators of GPCR stability.	Roy, Glazkova, Fréchette, Iorio-Morin, Binda, Pétrin, Trieu, Robitaille, Angers, Hébert, Parent	2013	Mol Endocrinol	23798571	http://www.ncbi.nlm.nih.gov/pubmed/23798571	Direct interaction	153	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors,Signal Transduction,Cell Line,Cultured Cells
	IREF-BIND	0.37							Direct interaction	7078	IREF	http://irefindex.uio.no/wiki/iRefIndex	
	Chen-Zhang-2013	0.37	Quantitative study of the interactome of PKCζ involved in the EGF-induced tumor cell chemotaxis.	Chen, Wang, Liu, Zhang, Zhang, Zhang, Shieh, Yang, Zhang	2013	J Proteome Res	23402259	http://www.ncbi.nlm.nih.gov/pubmed/23402259	Direct interaction	181	IREF	http://irefindex.uio.no/wiki/iRefIndex	Cell Line,Cultured Cells,Breast Cancer,Cancer
	Taipale-Lindquist-2012	0.36	Quantitative analysis of HSP90-client interactions reveals principles of substrate recognition.	Taipale, Krykbaeva, Koeva, Kayatekin, Westover, Karras, Lindquist	2012	Cell	22939624	http://www.ncbi.nlm.nih.gov/pubmed/22939624	Direct interaction	726	IREF	http://irefindex.uio.no/wiki/iRefIndex	Transcription Factors
