Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold Change,C_MW2.CEL,C_MW3B.CEL,C_MW7.CEL,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL,countP
H1F0,0.526284495,2.610877102,3.724881964,0.002636979,0.427850077,-1.423246749,1.440215297,4.559598407,5.276734218,4.274696945,7.612092859,8.583478061,7.834075974,6.280929852,6.778571309,5.278222632,6.139775603,6.085845618,8
INPP5K,0.392602825,1.955390806,3.725502991,0.002633897,0.427850077,-1.422304531,1.312759672,3.164975011,3.300147588,3.084121886,4.183420206,4.444938838,4.163929702,4.796441917,3.473232361,4.677709227,3.735103483,4.111680936,8
LOC102724316 ,0.561549638,2.089972357,3.723865642,0.002642031,0.427850077,-1.424788793,1.475853621,2.716662563,3.190649954,3.80799647,6.435714898,4.44611494,4.261887333,5.565193735,4.578649157,4.155063332,4.886823621,3.999219629,10
SHC1,0.746268359,5.464231321,3.719419524,0.00266425,0.427850077,-1.431536095,1.677448366,23.68219915,33.21198422,35.38605247,66.48881295,48.75926254,74.7566253,48.04466284,35.79030212,46.76017444,43.59555117,52.4976261,11
CLCN5,-1.028129138,1.652302385,-3.705913182,0.002732922,0.428781916,-1.452045801,-2.039377906,4.785288219,7.824054913,4.883788644,4.659135725,2.329533241,2.31202394,1.863079717,6.43205207,2.299768223,1.775213579,2.403286718,5
LYN,0.432631334,0.339484688,3.699357528,0.002766902,0.428781916,-1.462007635,1.349693041,1.026462795,0.876451362,1.170482918,1.225972534,1.735744826,1.313472154,1.451575491,1.322744832,1.322744832,1.336946135,1.331731059,3
PRKCA,1.077692772,3.615874979,3.703675323,0.002744474,0.428781916,-1.4554459,2.110657914,8.407714938,5.47283856,7.847821332,15.52489207,20.92252586,29.13465641,8.762667855,11.74749919,11.79992239,15.33585287,14.77385857,10
TUBA1A,-0.982959015,11.08930484,-3.708947035,0.002717341,0.428781916,-1.447437145,-1.976515152,2686.987762,3078.659576,5528.574024,1431.009196,1426.035406,1532.749677,2676.345198,2616.768107,1713.240763,1335.547011,2291.278436,11
WDR48,0.57949203,3.659008953,3.686979159,0.002832242,0.428781916,-1.480829723,1.494323008,8.72995601,9.911269591,9.697657868,15.79763369,15.02402291,12.64042031,13.31989231,12.798258,10.77997774,13.72957398,20.57365475,11
PKIG,0.669198367,2.580704466,3.671549516,0.002915897,0.432050563,-1.504313458,1.590189134,4.650966899,2.936838541,5.697186397,5.301715713,7.036770969,7.285301425,8.626971986,6.169997132,6.169997132,7.336256925,6.891916811,5
KRT222,-0.908548242,2.247608136,-3.726360871,0.003528421,0.433570884,-1.43044178,-1.895994798,7.119636327,8.603805763,8.720901868,4.261297555,5.99136818,4.458112335,3.978376655,6.846367167,3.925058941,3.098957844,4.496213794,9
EEF1E1,-0.923268648,2.137327619,-3.661103516,0.002973957,0.435101159,-1.520225795,-1.896407033,3.999219629,6.752541966,12.73951074,3.999219629,4.093214677,3.999219629,4.27678332,3.629408446,3.598813026,3.131378849,3.033462584,5
POLR2A,0.506920567,3.521713304,3.66069077,0.002976275,0.435101159,-1.520854753,1.421013801,7.841302953,9.08450479,9.880815585,14.78968902,15.71709168,13.8551525,12.5828705,11.39753545,12.5930767,11.39753545,9.830971639,4
SLC25A28,0.473961109,5.26149457,3.657018551,0.002996981,0.436959775,-1.526451361,1.388917694,24.77993308,35.02666771,31.75483839,45.2196002,46.21198303,37.20788726,49.75743757,39.98147928,38.66652849,35.7842823,44.85129767,10
FAM149A,0.664814274,1.388429096,3.653035199,0.003019607,0.437881612,-1.532523659,1.585364168,1.575975423,2.287801795,1.820804859,3.723151529,2.864396818,2.50437371,2.91267853,4.135353765,2.257350317,2.50437371,3.315654436,5
BMS1P20,0.810887424,2.392018849,3.646853017,0.003055067,0.43984953,-1.541950987,1.754290202,3.664785417,3.999219629,2.894672997,8.915132148,6.265678809,7.064803547,7.47831074,7.382291509,4.446470843,4.862215411,4.169653815,10
MRPS18B,-0.644942352,3.160458096,-3.643734683,0.003073114,0.43984953,-1.546707614,-1.563676802,9.181786852,11.738502,17.58861392,7.612092859,8.800487531,8.800487531,8.460032092,9.030666063,7.265704319,5.903683197,7.971461571,8
AHCTF1,0.648461848,1.781279746,3.631402168,0.003145558,0.439855158,-1.565528552,1.567496094,2.283947674,1.877613002,3.551882984,3.497053917,5.148474784,3.401639023,3.728604807,3.551882984,3.551882984,4.509683257,3.999219629,9
SETD7,0.424720624,2.836947029,3.637004789,0.003112434,0.439855158,-1.556976441,1.34231254,5.963678824,5.142041386,6.257707061,9.210932149,7.756787871,8.361071471,7.158176429,8.61581341,6.336338108,7.299552591,7.577429875,6
IFITM1 ,1.068320925,3.229263147,3.622395359,0.003199562,0.444000084,-1.579283272,2.096991371,8.925374877,3.395041202,5.409763692,6.83359031,16.77045076,12.53184211,9.814208038,9.814208038,9.814208038,14.93369317,14.84445923,5
CISD2,-1.00543333,2.611124011,-3.780459503,0.021779362,0.447885932,-1.446614798,-2.007624626,6.401020229,15.16734342,13.28016323,4.905314824,4.026112592,4.953167888,6.777530392,7.223247694,4.13491985,4.815306254,5.668223623,8.5
MEF2D,0.512076488,4.766544427,3.613673284,0.003252758,0.447971086,-1.592610481,1.426101323,25.32607407,22.42422773,16.36835624,34.13419703,30.47936783,35.01406332,32.46427166,26.98877913,29.6635698,28.16281178,24.51231931,4
C11orf96,1.284719035,5.915551471,3.6090001,0.003281629,0.450169721,-1.599753973,2.436346003,22.37440266,24.48672015,57.51738423,69.21198303,71.39380121,70.30289212,63.84130701,56.15681976,55.83782216,95.21962379,185.732276,11
SHISA5,0.577474985,3.537563805,3.608307642,0.003285929,0.450169721,-1.600812647,1.492235241,6.593237474,9.730953731,10.1906752,12.10406875,11.88942457,15.59319819,13.1091133,13.67980463,10.34289844,11.66696067,16.30434202,7
SPTSSB,-0.524199042,0.338108839,-3.607103079,0.003293423,0.450169721,-1.602654366,-1.438134932,1.684528684,1.436094874,1.844893403,1.288725252,1.268710197,1.378404644,1.082010643,1.268710197,0.828903257,1.051506298,1.094329034,3
DVL1,0.398778083,4.154606969,3.602851532,0.003320012,0.452672478,-1.609155847,1.318390802,13.94927859,13.53669353,16.36835624,18.50483163,22.86267295,20.22021523,18.20756529,17.03845042,20.73948721,16.69446849,20.13513692,9
ACTR1A,-0.756573146,1.643691201,-3.592589536,0.003385094,0.453921336,-1.62485537,-1.689472826,3.728241363,4.086086238,6.287836632,1.802254982,3.166900835,2.399146971,3.29471121,3.629408446,2.460413652,2.353044755,3.052755627,3
CCDC104,-1.227788037,2.191270557,-3.588924414,0.003408652,0.453921336,-1.630464856,-2.342076236,4.082515868,9.332626026,16.00976644,2.283947674,4.044061878,5.258893569,4.151388163,4.303283052,2.675081315,4.151388163,3.067476041,3
CNOT6,0.40275056,1.221896378,3.570953523,0.003526593,0.453921336,-1.657986813,1.322026009,1.751526966,1.970566181,1.999635767,2.706718478,2.674409603,2.447557435,2.381341195,1.978612049,2.851036338,2.765804667,2.447557435,6
CORO1B,0.580581199,3.490133206,3.570658731,0.003528562,0.453921336,-1.658438518,1.49545158,11.18472359,7.125625272,7.398345565,9.813471491,14.86461087,11.60409357,15.14021634,12.57227841,10.79618508,13.94294329,12.60786326,4
CSRNP1,0.834366496,2.115800647,3.574214896,0.003504885,0.453921336,-1.652989973,1.783073899,2.622862584,2.388807982,3.679558915,5.241482415,4.928324899,4.394159183,4.308888781,3.679558915,4.796688859,9.566643718,5.326845146,5
GJA1,2.291125299,5.609864686,3.570195331,0.00353166,0.453921336,-1.659148594,4.894377227,58.88693547,4.437053307,13.94134306,56.75904482,104.800883,110.7274581,28.48478479,44.03016485,82.9349671,113.8253624,132.6476093,10
PARG,-0.453644694,1.788360048,-3.57820943,0.003478482,0.453921336,-1.646871117,-1.36949566,3.377465809,5.072137391,4.777697111,3.073855786,3.227090311,3.701231545,3.377465809,3.337373449,2.904163247,2.979918512,2.849624028,6
SDC4,0.434357117,3.954519422,3.566933951,0.003553536,0.453921336,-1.664146597,1.351308539,14.15281531,11.59847246,11.76957192,14.77385857,17.40241928,19.7095307,14.49385999,15.02417495,16.70221256,20.03798139,17.43138073,8
SLC16A14,-1.094535532,2.188863165,-3.583033686,0.003446864,0.453921336,-1.639483179,-2.135443211,6.257707061,7.771341121,10.20263084,4.968124626,2.831159878,4.406123347,3.733038516,6.190134457,2.734221612,1.895484688,4.807227919,10
SRGN,2.209438231,4.82611082,3.56827801,0.003544504,0.453921336,-1.662086739,4.624951481,17.74056589,2.663477804,17.0943608,27.42872674,60.01946209,42.17236685,27.41294798,23.53137213,33.45399193,49.21198303,160.6676212,10
AHNAK2,-0.856860407,2.994912029,-3.558017155,0.003614054,0.455295803,-1.677816145,-1.811092719,8.467315662,14.86471164,14.70796209,7.626213694,9.44601076,8.038417956,5.008901797,6.215618024,7.670175545,7.626213694,4.232705648,5
KCTD4,-0.631991473,0.471954098,-3.54942675,0.003673346,0.457494695,-1.69099181,-1.549702703,1.331731059,2.232818191,2.333643582,1.520270978,1.0267146,1.180054095,1.263438152,1.072999654,1.370675352,1.051506298,1.463250269,3
SGK1,0.587627954,4.798399573,3.550558257,0.00366548,0.457494695,-1.689255983,1.502773889,16.2877166,21.19325204,25.66723221,26.44171312,34.48892792,27.48091004,27.48495106,26.05056508,37.88211729,32.50606174,39.56728686,10
HTATSF1,-0.682742684,2.18263921,-3.541254145,0.003730671,0.460747424,-1.70353249,-1.605188454,4.151388163,7.467876192,8.475192808,4.339459988,4.587197274,4.406123347,3.483230428,4.359132777,3.312622287,3.305581912,4.406123347,11
DDR1 ,0.690205592,4.203450924,3.593366311,0.005415465,0.46234563,-1.636925277,1.613542707,17.09609562,11.11708572,12.37827833,18.80023354,25.11798422,26.68540445,20.99176984,18.42067239,16.7742133,21.68602492,23.88109579,9
PMP2,1.919203453,5.833337025,3.526729164,0.003849814,0.464301154,-1.725922267,3.7841408,57.53419146,10.37606073,17.32930252,50.26302301,84.01432888,69.9438137,49.3238882,64.22420343,58.39699832,158.1591475,242.9809809,10.5
AK4 ,0.741012432,3.224408458,3.526701075,0.003835008,0.466098182,-1.725877667,1.67134832,5.741593184,5.435497889,8.53036617,10.65970333,9.307297141,13.97565823,7.351510925,10.65277961,11.18636802,9.307297141,15.79602025,10
DENND6A,0.344045205,3.291483422,3.530134117,0.003810131,0.466098182,-1.720604904,1.269310657,8.157543642,8.823764788,7.750433723,9.814208038,11.40104184,9.723299016,10.44068771,9.723299016,9.723299016,10.74126544,12.32034949,11
FAM188A,-0.806740663,3.160950004,-3.519082244,0.003890807,0.466098182,-1.737582764,-1.749255057,9.304618229,12.41125859,20.98791553,7.349924889,8.140338844,11.52762557,7.234218744,8.140338844,7.684461047,7.061774566,5.485776475,11
FITM2,-0.683578082,2.040231915,-3.520461061,0.003880648,0.466098182,-1.735464086,-1.606118213,4.082815825,6.741363249,7.108444903,3.188289878,3.86431827,2.845208781,4.3764703,4.082815825,2.827957673,3.541478015,4.644220931,7
RRAGA,-0.913118146,3.330232924,-3.521624944,0.003872094,0.466098182,-1.733675794,-1.883111135,10.96251812,17.71204776,20.8473212,6.530484602,9.09272148,10.98794304,10.60598791,10.80851638,7.246060869,4.8617833,9.988497991,10
SLC24A2,-0.659535613,4.846430043,-3.527296759,0.00383068,0.466098182,-1.724962695,-1.579574095,34.97920284,49.03016485,37.64153893,26.56702732,16.71380039,26.28852035,27.78719425,32.90710453,22.37134489,22.522843,32.17765153,11
SUMF1,-0.295376982,2.10800692,-3.526716096,0.003834899,0.466098182,-1.725854595,-1.227205609,4.609050406,5.034707003,5.396792662,4.284672426,4.238118555,3.904957147,3.719365039,4.151388163,3.963967986,4.103629597,4.284672426,4
SLC10A4,-0.784228812,7.598152479,-3.504815954,0.003997515,0.472060766,-1.759513158,-1.722171492,219.8654403,314.6252367,344.3028921,206.0725567,179.9986286,216.3059864,170.3938012,230.0350967,131.5756194,113.2915708,129.4553131,11
CNTN6,-0.362607385,3.239227398,-3.499942456,0.004034644,0.472767175,-1.767008478,-1.285747532,11.16830684,10.24662781,12.73219904,9.666046681,8.303647301,9.543794357,9.289576613,8.458507538,7.521195064,8.455563273,9.543794357,3
ACTG1P4 ,0.526552909,3.04628185,3.463254881,0.004325602,0.474680972,-1.823491371,1.440483274,6.680115488,5.602809537,6.792672715,10.30163013,7.756787871,7.756787871,13.2133025,8.236854179,8.715073162,8.600576717,9.509828037,7
AHSA2,0.671699055,2.943929698,3.449750628,0.004437975,0.474680972,-1.844307048,1.59294787,7.200188576,3.736296659,6.133115762,7.981171759,12.45379494,8.06669694,8.475125148,7.981171759,7.521195064,8.023212154,10.37395086,8
APOLD1,2.333122802,3.854094649,3.485118574,0.004149742,0.474680972,-1.789818563,5.038948816,2.488976976,2.318753101,15.37945101,11.65513318,45.93252392,21.67106708,12.03614616,10.55385009,15.93619646,40.45686203,68.57561939,9
C11orf87,-1.114382548,0.964996747,-3.454516251,0.004397985,0.474680972,-1.836959749,-2.165023295,1.964565019,4.873245937,3.830346248,1.683330265,1.478049066,2.142212703,1.612955205,1.8754454,1.325478339,1.304067805,1.311381159,8
C12orf5,-0.790842533,1.648902075,-3.482438575,0.004170903,0.474680972,-1.793944175,-1.730084536,2.946792759,5.829735587,5.93646783,3.822226199,2.302009476,3.465838858,2.632812074,2.946792759,2.146141082,2.353044755,2.367241083,5
FAM221A,-0.387429431,2.977325598,-3.481387267,0.004179234,0.474680972,-1.795562715,-1.308060647,8.889940107,9.988625744,9.882098718,7.612092859,7.602766609,8.706390135,6.369283597,8.050852598,6.392668283,6.549695289,7.612092859,10
GAS2,-0.634927786,3.256309239,-3.468056197,0.004286347,0.474680972,-1.816093716,-1.55286002,9.654588892,13.88474914,17.00138848,10.13628779,6.257707061,7.200188576,10.33679388,9.825789269,7.796551574,8.673224416,8.481714057,10
KCNJ3,-0.684764678,1.996034542,-3.468405913,0.004283502,0.474680972,-1.815554955,-1.607439767,4.151388163,7.881114534,5.464699448,3.456565637,4.37626448,4.151388163,3.000871008,3.629180386,2.563244076,3.091657425,4.199550234,9
LOC101930657,-0.517030649,0.456143845,-3.441709975,0.004506282,0.474680972,-1.856707184,-1.43100692,1.477463302,1.683330265,2.269001954,1.331731059,1.154181783,1.331731059,1.566301274,1.045498435,1.256516949,1.023366116,1.331731059,3
LOC102725271 ,1.039189929,4.145956522,3.453856301,0.004403501,0.474680972,-1.837977115,2.055073409,8.074948157,11.98077677,11.91282397,28.91361378,16.85156884,23.95159433,10.25982991,20.67421362,20.2458335,24.66621184,37.57561944,10
METTL7A,0.959589578,4.720072724,3.464909822,0.00431203,0.474680972,-1.820941321,1.944756566,15.4564897,13.88474914,19.98711275,19.62130749,56.78695317,28.7247633,24.19115828,25.95090598,27.28315903,42.13174034,43.03016485,10
MGST1,0.92239027,2.029958568,3.438849568,0.004530838,0.474680972,-1.861119534,1.895252766,3.437583827,1.479072905,3.320268197,3.999219629,6.257707061,3.738025802,4.981449118,3.908131465,3.999219629,6.189599259,6.925500016,4
SRD5A3,-0.582167165,2.427804478,-3.445214041,0.004476384,0.474680972,-1.851302726,-1.497096445,6.759811369,7.193431281,7.727133096,3.652814407,6.123742039,5.74188066,5.122483692,6.232723109,3.912259256,4.221073938,4.301946015,9
TMEM176B,-0.623465525,1.129461321,-3.483604255,0.004161685,0.474680972,-1.79214965,-1.540571376,3.243254566,3.999219629,2.07270041,1.800930399,1.850508244,1.595814168,2.382747723,2.193893386,2.028835,2.162944936,1.675599543,4
TMEM42,-0.39098066,3.701584197,-3.467356382,0.004292046,0.474680972,-1.817171856,-1.311284436,18.86846799,15.45702872,13.63936718,10.82884629,13.1091133,13.53645508,13.1091133,11.82923577,11.01836965,11.23515128,12.32034949,5
TOB1,0.564906182,2.450379215,3.452412427,0.004415594,0.474680972,-1.840203076,1.479291308,3.435607692,5.337219372,3.789379022,5.567603859,4.893469419,7.427132027,5.282089866,6.848430624,5.535581728,7.589995821,6.084423311,11
ZNF565,0.513652879,0.79675906,3.443419157,0.004491674,0.474680972,-1.854070939,1.427660434,1.177884854,1.250782615,1.636428314,2.438640923,1.600550142,1.961459793,1.716561219,1.70121647,1.990194101,2.353044755,1.722699118,4
DHX33,0.516382784,1.981251612,3.426186693,0.004641181,0.479844074,-1.88065951,1.430364448,2.871718138,2.792713746,3.514987677,5.198197604,4.578243843,5.472712555,3.419893171,4.760734129,3.645121391,3.735103483,4.467147781,6
RAP1GDS1,-0.738221714,6.493633717,-3.428033186,0.004624923,0.479844074,-1.877809526,-1.668118425,79.93925575,146.1209875,191.3028921,68.87069854,90.75794582,78.9038974,91.73488354,92.82911808,75.76223175,61.72116076,72.4847103,11
RBAK,0.688174576,2.342646029,3.424352186,0.004657391,0.480458208,-1.883491221,1.611243541,3.15556483,2.995245055,4.876661995,7.52406622,5.337527573,8.279825245,6.157411479,5.061813758,4.287785258,5.230587039,5.337527573,9
KPNA3,-0.751405816,3.654528408,-3.516366952,0.005583338,0.48233208,-1.750319114,-1.689047262,14.94484149,27.20927012,29.53475434,18.8923055,17.01453203,14.3783168,11.82167245,14.65637246,12.11489514,13.17919021,14.08938233,10.5
ITGB5,0.616875861,1.702111788,3.741828898,0.068503147,0.486384284,-1.546440837,1.571724219,3.20429676,2.201119804,3.131741757,4.843023557,4.509791868,5.550183337,4.642654427,5.219489255,5.089502076,4.85309313,4.512101729,3
MRPL32,-0.39324957,2.257131599,-3.403181199,0.004848651,0.488421096,-1.916186383,-1.3133483,5.195415357,6.752897775,5.643726387,4.836766533,4.836766533,4.836766533,4.31014089,4.836766533,3.8969977,3.715648382,4.405085529,8
SYAP1,-0.53184164,3.794409692,-3.396699272,0.004908783,0.488798653,-1.926202427,-1.445773588,17.45322476,15.27261283,22.39825023,11.69700887,13.37854444,11.66791942,16.80463522,13.37854444,10.26208961,10.46467815,13.93999476,4
PRKAA1,-0.535388715,2.916573219,-3.46109391,0.050947435,0.489119801,-1.884494389,-1.450222303,9.060570264,11.78989535,10.24409836,7.483444883,6.986751908,7.215831486,7.248312569,8.701426327,5.382510628,5.9932243,8.5613961,9.5
GABRG2,-0.920600909,5.662562851,-3.386140769,0.005008349,0.492740887,-1.942523303,-1.892903558,47.38416411,82.67668166,133.4847103,42.0951589,40.59708044,47.38416411,46.53103565,56.57477168,39.83713235,25.66723221,49.40528109,11
YAP1,1.005962471,1.139067083,3.385133968,0.005017949,0.492740887,-1.944079929,2.008282844,1.794310023,0.948183418,1.371454526,2.056444471,4.298970975,2.414635028,2.270313137,2.723405002,1.917815288,2.011440698,4.977493465,5
CORO2A,-0.617966755,2.040194106,-3.381161755,0.005056006,0.493750238,-1.950222008,-1.534710731,4.080390422,6.938058947,6.257707061,4.865245231,4.080390422,4.080390422,2.778961694,3.851641722,3.677913792,3.226862829,3.125951615,6
PARVB,0.552684237,3.216242555,3.381849661,0.005049394,0.493750238,-1.949158259,1.466812268,6.422359333,8.864992706,6.112015981,12.54420675,9.608975487,8.929678586,12.41125859,13.11567828,9.133255459,8.783526886,9.133255459,10
HAMP,1.035072302,2.74681765,3.373017429,0.005134949,0.497777793,-1.962818214,2.049216342,3.435103354,4.212821281,4.368000921,6.73799791,8.008163936,6.73799791,9.814208038,6.667156125,4.275346578,15.45327841,12.54415622,8
PSMA4,-0.724351716,1.547638151,-3.37116933,0.005153036,0.497777793,-1.965677073,-1.652158062,2.783966817,6.455682907,4.157183597,2.9039875,2.783966817,2.524641578,2.783966817,3.026037299,1.781271112,2.337031238,2.491975185,10
CHMP3 ,-0.397480473,2.271130746,-3.361227711,0.005251438,0.500213182,-1.981059339,-1.317205529,4.946995957,6.253085383,6.632263947,3.898253476,4.614510634,4.402509023,5.015310621,4.960957434,4.243534838,3.906041966,4.946995957,3
