"","1-TDPneg","1-TDPpos","2-TDPneg","2-TDPpos","3-TDPneg","3-TDPpos","4-TDPneg","4-TDPpos","5-TDPneg","5-TDPpos","6-TDPneg","6-TDPpos","7-TDPneg","7-TDPpos"
"ENSG00000122126",2345,2028,2391,2857,2276,2112,3019,3592,2817,2560,2982,2481,1200,1054
"ENSG00000122133",0,0,0,0,0,0,0,0,0,0,0,2,0,1
"ENSG00000122136",0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ENSG00000122140",4,5,3,7,4,39,1,11,2,11,5,11,3,5
"ENSG00000122145",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122176",33,29,35,32,53,34,195,79,38,49,45,62,340,62
"ENSG00000122180",6,18,5,9,0,7,6,0,3,14,14,13,8,8
"ENSG00000122188",5,0,3,12,12,6,32,7,3,2,1,5,39,0
"ENSG00000122194",647,960,1039,1806,1258,1335,587,1201,970,1432,841,1223,684,1315
"ENSG00000122203",607,582,570,976,524,777,793,1382,615,639,658,689,667,618
"ENSG00000122218",3633,3272,5635,6150,4837,4078,5497,5591,5404,4525,5778,4762,2855,2543
"ENSG00000122223",0,1,19,2,12,13,3,26,10,3,14,11,14,3
"ENSG00000122224",0,2,1,0,7,2,1,5,1,2,4,6,20,7
"ENSG00000122254",12278,11934,7673,9246,10203,7716,18835,12364,13614,10750,4560,5419,16296,10559
"ENSG00000122257",5309,5003,7189,8229,5477,5353,4933,6103,8840,9646,7060,6534,6513,6296
"ENSG00000122299",1401,1317,1916,1980,1583,1584,2350,1772,2110,1949,1923,1815,1556,1659
"ENSG00000122304",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122335",1884,1749,2058,2580,1485,1487,2493,3148,2602,2126,2346,2166,1609,1346
"ENSG00000122359",3594,2487,4461,2738,3822,2128,2923,3908,4151,2888,3755,2328,4957,3021
"ENSG00000122367",214,241,485,501,583,525,560,581,194,260,523,417,642,310
"ENSG00000122375",37,42,79,76,117,58,97,92,48,53,97,103,13,29
"ENSG00000122376",1732,1767,2368,2692,2879,2971,3270,3863,2509,2597,2177,2383,2425,2918
"ENSG00000122378",3132,3580,3355,3622,3652,2969,7106,6569,3216,3056,3475,2813,3083,3731
"ENSG00000122386",4,1,0,1,2,1,0,0,3,4,2,2,0,0
"ENSG00000122390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122406",43,25,27,30,16,13,6,47,34,17,35,29,3,10
"ENSG00000122417",4695,5180,7019,8267,4227,5173,4948,5964,7060,6871,6467,6572,3437,4775
"ENSG00000122420",93,129,31,225,23,83,109,248,132,107,30,70,91,85
"ENSG00000122432",745,696,873,1284,1132,1167,896,1146,1510,1516,967,1055,889,1126
"ENSG00000122435",1139,1034,1485,2010,985,1101,1358,1395,1902,1642,1456,1453,716,1014
"ENSG00000122477",968,744,1309,2322,955,1145,1575,1605,1781,1485,1187,1544,1518,943
"ENSG00000122481",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122482",5016,4826,7738,8933,5387,5986,6245,6401,6893,6200,7183,6932,3477,3359
"ENSG00000122483",879,1052,901,1153,998,1294,1477,1069,1839,2056,1030,1305,1044,972
"ENSG00000122484",10022,9877,13142,14676,13403,14657,12651,11881,14061,13710,14229,13500,12045,12620
"ENSG00000122490",2210,2516,2351,3774,2786,3012,4106,3920,2924,3248,2119,2344,2192,2371
"ENSG00000122507",14775,14292,12872,16183,11464,12170,14697,14918,16414,15695,12397,14103,11242,11165
"ENSG00000122512",623,497,1124,1358,1380,1532,1733,1394,1044,1128,1470,1515,974,1260
"ENSG00000122515",1207,1287,1424,1398,2319,1937,1565,2137,1286,1203,1905,1447,1229,2064
"ENSG00000122543",79,37,62,70,59,89,332,156,62,66,76,63,13,66
"ENSG00000122545",8689,8197,10980,14121,7939,9126,11494,10535,11227,10035,9998,10246,5843,5382
"ENSG00000122547",4388,4129,2754,5047,4813,5188,3268,5974,4072,4693,3449,3569,3871,5706
"ENSG00000122548",41,32,140,231,23,27,45,129,21,16,45,66,19,38
"ENSG00000122550",4074,4345,4951,7081,3720,4716,6343,7471,5047,5203,4740,4947,3099,5023
"ENSG00000122557",2701,2910,3298,4800,2915,3847,3335,3870,4057,4395,2888,3518,2436,3100
"ENSG00000122565",564,447,665,849,441,447,381,821,596,619,665,646,215,340
"ENSG00000122566",5147,4125,6752,6529,4318,4309,5109,6166,7075,6487,6030,5697,2448,2391
"ENSG00000122574",8175,8949,6670,8218,8206,7710,7192,11476,7747,7398,9622,7914,9173,11664
"ENSG00000122584",7553,17966,250,29017,319,18242,3798,26627,7509,25405,636,24643,3415,17852
"ENSG00000122585",68,77,47,285,23,58,96,863,100,205,60,159,210,197
"ENSG00000122591",508,752,481,1119,386,620,759,762,725,1089,407,778,405,758
"ENSG00000122592",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122641",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122642",783,658,1007,1303,1057,1208,1409,2083,1314,1069,968,941,657,428
"ENSG00000122643",735,811,1238,1868,1094,1533,2085,1279,1165,1110,1180,1224,974,1212
"ENSG00000122644",193,144,312,194,172,74,212,100,473,214,525,299,197,63
"ENSG00000122674",391,341,440,516,645,683,898,610,704,561,561,506,497,454
"ENSG00000122678",123,115,112,114,163,120,56,170,141,155,94,117,141,225
"ENSG00000122679",144,252,46,178,45,141,95,188,79,190,44,97,23,95
"ENSG00000122687",83,68,136,184,184,160,215,393,104,82,95,84,85,35
"ENSG00000122691",184,218,883,535,381,425,325,260,453,317,330,315,252,662
"ENSG00000122692",1117,1021,1727,2241,1337,1358,1830,2674,1605,1430,1840,1517,784,650
"ENSG00000122694",60,64,124,166,208,98,228,551,130,142,83,86,278,157
"ENSG00000122696",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122705",1384,1075,1703,1818,1689,1615,2252,2716,1666,1344,1446,1253,940,1083
"ENSG00000122707",2093,2089,3559,3846,3240,3183,2863,3357,3187,2706,4573,4029,2514,3120
"ENSG00000122711",5,7,31,8,14,7,1,14,9,12,10,4,47,0
"ENSG00000122728",102,61,178,90,188,107,77,44,173,105,192,111,270,84
"ENSG00000122729",2509,3212,3172,3835,2443,2458,3087,4183,3612,4307,2792,3153,3258,4243
"ENSG00000122733",1987,2145,2249,3656,2186,2804,3644,4609,1848,1889,2145,2414,1654,1687
"ENSG00000122735",1522,1051,1299,919,1315,935,657,1260,1527,1110,1840,1268,2426,1775
"ENSG00000122741",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122756",1927,1617,1465,1401,1666,1245,1531,1488,2200,1964,1393,1117,1412,1495
"ENSG00000122778",7345,6514,7867,8839,8913,8657,10754,9838,8546,8038,5530,5718,5530,6096
"ENSG00000122779",3480,2713,4806,6071,4694,4725,4507,5868,6366,5174,5798,5400,3384,2649
"ENSG00000122783",40,34,33,117,40,32,46,64,35,41,40,63,11,64
"ENSG00000122786",3569,5328,4585,7069,5679,6887,5095,7566,3972,5843,4442,5719,9606,9432
"ENSG00000122787",5,15,15,22,21,18,7,35,33,21,19,20,19,11
"ENSG00000122824",182,338,232,379,192,218,321,362,262,368,164,300,100,291
"ENSG00000122852",10,11,39,39,20,45,34,25,14,5,40,62,7,27
"ENSG00000122859",1,2,0,0,1,0,0,9,1,4,1,1,0,0
"ENSG00000122861",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000122862",15,15,7,17,7,12,30,24,25,38,7,10,16,2
"ENSG00000122863",31,75,42,80,36,25,109,63,64,65,44,44,85,30
"ENSG00000122870",9342,10532,12967,8090,11323,6830,4428,4113,9332,7633,16233,8641,7382,7749
"ENSG00000122872",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122873",1128,1147,1150,1612,989,1306,925,1863,1262,1448,1292,1365,626,1400
"ENSG00000122877",76,54,138,103,37,73,59,128,162,108,89,98,49,258
"ENSG00000122882",1431,1428,2288,2512,2139,2174,2272,2287,2464,2319,2177,2165,1782,1802
"ENSG00000122884",1379,1600,1841,2408,2095,2249,2658,3850,1969,2098,1587,1890,1872,3017
"ENSG00000122912",1487,1535,2032,2534,3531,3854,3134,3094,1878,1517,2440,2207,1851,2977
"ENSG00000122952",6,3,13,31,24,22,33,25,13,3,19,18,0,5
"ENSG00000122958",787,836,1325,1684,1064,1245,1579,2144,1156,1092,1223,1143,664,512
"ENSG00000122965",1730,1844,2135,2233,2513,2131,2059,2012,2241,2320,1871,1736,2163,1834
"ENSG00000122966",27138,21431,27989,25338,25444,22073,23597,23030,30593,25276,31561,23535,24733,26545
"ENSG00000122970",2188,1723,2709,3421,2940,3126,2976,3239,3004,2776,3388,3388,2560,2704
"ENSG00000122971",47,66,81,91,121,130,87,77,98,91,63,68,26,142
"ENSG00000122986",217,227,259,222,337,259,124,234,365,383,210,162,264,177
"ENSG00000123009",1,4,7,3,9,19,12,24,4,6,6,1,7,20
"ENSG00000123064",88,111,121,165,203,184,276,270,128,109,122,119,49,78
"ENSG00000123066",20411,19461,18212,21316,16596,17521,18761,20565,21662,20361,18603,18404,12787,15264
"ENSG00000123080",5,33,14,22,40,18,11,40,24,27,37,24,15,31
"ENSG00000123091",2172,2068,3088,4000,2325,2697,4828,3789,2750,2390,2683,2493,1970,1857
"ENSG00000123094",1084,2198,573,2818,585,1936,1154,2130,1041,1585,436,1436,659,1086
"ENSG00000123095",259,274,187,401,114,200,202,241,280,362,217,310,245,245
"ENSG00000123096",326,299,338,495,306,284,216,201,326,273,291,291,242,205
"ENSG00000123104",7236,9122,4202,5606,7076,8116,5399,3690,6597,8091,5397,5733,7820,10234
"ENSG00000123106",10937,12324,14713,18590,10377,13219,12210,14492,14239,14454,17680,21512,8976,11419
"ENSG00000123119",25476,23527,26955,22498,20857,18113,21797,20953,30198,22234,33076,25343,16886,20727
"ENSG00000123124",3654,5054,3399,6547,3135,5426,4484,4868,4567,5787,2859,5206,3027,5009
"ENSG00000123130",594,525,645,784,1200,834,663,846,659,546,715,504,479,585
"ENSG00000123131",78,47,65,102,48,64,56,85,127,59,68,50,65,62
"ENSG00000123136",82,60,125,129,180,137,103,122,128,123,90,75,94,154
"ENSG00000123143",191,125,283,298,290,284,825,661,305,283,305,222,560,234
"ENSG00000123144",238,155,234,292,398,358,408,438,293,233,201,178,408,463
"ENSG00000123146",13,12,3,18,5,33,7,36,11,17,15,12,8,2
"ENSG00000123154",148,125,105,138,144,200,137,252,119,161,109,120,84,366
"ENSG00000123159",257,205,540,671,1147,1204,1167,1330,285,269,603,553,669,881
"ENSG00000123165",0,7,2,0,1,0,0,5,0,0,0,1,0,1
"ENSG00000123171",110,111,100,153,123,121,116,37,189,180,98,118,190,320
"ENSG00000123178",446,507,807,1007,926,1104,1471,992,821,816,978,858,558,983
"ENSG00000123179",218,271,345,715,504,747,864,639,365,450,291,289,387,539
"ENSG00000123191",1677,1930,2516,2550,2435,2315,3068,3683,2471,2041,1992,1884,1828,2364
"ENSG00000123200",9550,9010,12588,15046,17981,21114,11447,13319,13566,12969,13642,13659,17410,14624
"ENSG00000123201",127,100,194,249,164,209,111,119,441,488,290,298,273,660
"ENSG00000123213",2917,2921,5569,6389,4978,4649,6348,5428,4663,3975,6765,5979,5226,6420
"ENSG00000123219",130,285,112,186,113,191,49,187,186,325,77,133,80,248
"ENSG00000123240",3179,2858,3364,3398,3522,3272,3204,3290,4543,3893,3604,3088,3888,3003
"ENSG00000123243",8,25,9,50,3,20,74,18,16,19,9,13,44,10
"ENSG00000123268",1575,1743,1758,2083,2051,2191,1811,2057,2150,2168,1651,1710,2056,2288
"ENSG00000123297",170,204,430,531,366,348,198,605,272,274,378,279,229,173
"ENSG00000123307",0,0,0,0,0,1,0,0,0,0,3,1,0,0
"ENSG00000123329",26,24,36,46,43,37,49,25,23,32,28,25,10,81
"ENSG00000123338",14,26,50,113,71,43,189,69,27,33,88,95,16,43
"ENSG00000123342",38,65,41,60,36,32,0,7,39,55,32,37,18,47
"ENSG00000123349",82,83,328,384,353,276,319,360,198,203,209,174,153,273
"ENSG00000123352",5564,5630,7345,7610,9468,7495,8848,7790,7568,6107,10330,7263,7899,7636
"ENSG00000123353",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123358",120,135,335,432,346,323,448,402,190,206,173,211,429,339
"ENSG00000123360",974,976,1260,1441,1124,956,953,1558,1146,1273,1006,1005,1029,943
"ENSG00000123364",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123374",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123384",3624,2821,3831,4059,3913,3161,3348,3817,3487,3964,4378,4118,3352,4269
"ENSG00000123388",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123395",31,22,104,70,33,37,70,115,87,43,112,57,57,48
"ENSG00000123405",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123407",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123411",837,733,789,1291,1006,1267,1184,2157,829,855,913,904,1450,1084
"ENSG00000123415",287,293,252,451,321,367,236,363,286,356,364,313,284,369
"ENSG00000123416",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123427",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123444",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123447",0,7,2,9,2,7,1,4,10,8,11,25,0,7
"ENSG00000123453",107,203,107,378,68,269,132,382,107,201,55,232,63,79
"ENSG00000123454",72,110,50,131,130,155,182,131,91,142,74,106,63,497
"ENSG00000123472",3132,3051,4154,4821,3546,3421,3800,4316,4278,3706,6910,5491,3447,4307
"ENSG00000123473",124,204,195,365,238,304,149,217,199,293,229,328,101,129
"ENSG00000123485",0,3,2,7,6,1,2,33,8,8,10,8,0,0
"ENSG00000123496",7,5,12,14,28,9,31,17,23,32,10,21,2,0
"ENSG00000123500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123505",1306,1083,2387,2061,2196,1873,2375,2183,1862,1471,2980,1968,1633,1360
"ENSG00000123545",203,248,279,378,152,190,289,254,246,296,243,228,91,105
"ENSG00000123552",3891,4361,4157,5657,4801,5665,5287,5597,5973,6027,5169,6367,4911,6016
"ENSG00000123560",1376,1272,1647,2429,1832,2145,6409,5562,2819,2766,1936,2126,2392,3392
"ENSG00000123561",0,0,1,0,0,0,1,0,0,0,0,1,0,0
"ENSG00000123562",2271,2234,3137,3502,2326,2407,3865,3410,3215,2780,2780,2564,1793,1522
"ENSG00000123569",1,3,1,0,2,2,0,1,0,11,1,0,8,7
"ENSG00000123570",1308,1229,1440,2040,1137,1548,1511,1291,1898,2004,1669,1800,1922,1842
"ENSG00000123572",30,24,33,93,58,67,81,85,84,51,45,134,31,41
"ENSG00000123575",1462,1620,2177,3200,1671,2016,2412,2635,1787,1709,2247,2102,1009,1566
"ENSG00000123576",0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000123584",0,1,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000123594",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123595",493,580,443,548,391,359,260,428,651,605,351,412,298,468
"ENSG00000123600",2177,1885,3353,3015,3291,2799,3048,2578,3824,3307,3394,2342,3008,2192
"ENSG00000123607",6750,6465,7178,12036,5902,7810,6585,9789,8712,9568,8015,9585,5757,7929
"ENSG00000123609",10,1,48,23,20,5,20,0,18,12,38,10,70,9
"ENSG00000123610",17,24,26,13,65,7,85,31,43,9,27,4,32,8
"ENSG00000123612",1462,352,2278,1030,2354,1006,1620,657,2010,827,1984,739,1998,777
"ENSG00000123636",13449,12708,15101,15110,15422,14458,12944,12687,20237,18884,16443,14902,10277,14577
"ENSG00000123643",2975,4273,3981,6840,2643,4465,4068,5698,3258,4209,3758,4649,1446,3087
"ENSG00000123684",2982,3650,4329,8151,3838,5957,7400,8651,3627,4417,3891,5726,2512,3028
"ENSG00000123685",260,398,676,597,486,395,402,574,624,506,446,407,281,289
"ENSG00000123689",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123700",303,179,325,553,265,351,192,292,552,510,763,436,658,203
"ENSG00000123728",88,98,127,260,106,155,165,172,153,165,103,136,23,73
"ENSG00000123737",312,338,473,651,360,363,314,564,541,411,474,478,218,389
"ENSG00000123739",1129,973,1217,1711,1008,921,1296,1801,1454,1353,1049,1177,731,676
"ENSG00000123810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123815",282,279,224,456,401,409,442,292,305,403,204,368,414,331
"ENSG00000123836",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123838",319,593,372,788,434,684,560,919,500,715,469,802,732,783
"ENSG00000123843",63,76,48,93,61,103,61,76,101,105,82,110,110,96
"ENSG00000123870",82,87,79,203,126,131,139,134,178,155,161,176,108,268
"ENSG00000123892",49,82,27,73,33,72,44,84,77,78,37,60,26,75
"ENSG00000123901",683,289,933,868,1151,731,1101,1566,810,661,894,643,565,548
"ENSG00000123908",3682,3224,4055,5202,4215,4035,4992,5992,4300,3907,3192,3377,2739,2216
"ENSG00000123933",499,436,297,510,314,305,395,372,488,663,388,365,301,296
"ENSG00000123965",16,16,25,26,9,11,8,29,11,13,40,14,11,10
"ENSG00000123975",12,13,19,23,7,8,27,55,24,20,9,10,2,29
"ENSG00000123977",281,426,650,520,359,317,165,442,608,441,318,322,659,547
"ENSG00000123983",5409,4886,7697,8504,6750,6623,7338,7729,7766,5975,12580,8887,3886,4898
"ENSG00000123989",101,88,115,199,176,205,496,394,100,94,160,122,64,56
"ENSG00000123992",105,104,112,167,212,162,87,312,106,175,101,147,213,288
"ENSG00000123999",53,61,272,273,351,236,386,421,116,94,405,231,249,365
"ENSG00000124003",38,56,32,100,45,131,42,36,74,91,41,140,38,119
"ENSG00000124006",618,444,826,978,726,808,1135,1235,460,671,763,869,589,676
"ENSG00000124019",12,3,1,12,16,13,10,0,16,8,8,15,66,1
"ENSG00000124067",102,92,208,184,246,215,426,245,181,167,261,189,172,348
"ENSG00000124074",64,75,67,77,141,116,148,239,80,72,122,93,36,72
"ENSG00000124089",0,0,3,2,0,0,0,23,1,4,0,1,0,0
"ENSG00000124091",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124092",1,2,16,0,10,2,1,0,7,0,10,5,1,0
"ENSG00000124097",6,5,2,5,2,3,5,1,6,4,9,4,2,1
"ENSG00000124098",228,246,238,359,257,318,219,720,338,265,470,365,351,501
"ENSG00000124102",0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ENSG00000124103",0,0,0,0,4,1,1,0,0,0,0,0,0,0
"ENSG00000124104",241,176,163,292,196,221,99,223,242,271,159,152,329,308
"ENSG00000124107",1,2,1,0,2,0,0,15,0,3,1,3,0,2
"ENSG00000124116",46,20,34,38,61,48,42,71,47,43,44,55,60,22
"ENSG00000124120",812,682,1048,1179,1214,1033,1183,1128,1249,903,1124,821,1068,812
"ENSG00000124126",3768,2077,2330,1748,3468,1638,3424,1425,2856,1402,1245,1253,1934,1402
"ENSG00000124134",1110,736,735,798,828,844,1224,952,842,423,775,533,481,628
"ENSG00000124140",5888,4819,5826,7114,5767,5765,7632,9516,5550,5006,6428,6233,4175,4789
"ENSG00000124143",42,4,4,52,17,21,93,233,120,10,18,15,160,27
"ENSG00000124145",11,7,8,15,6,17,31,12,13,30,5,22,16,9
"ENSG00000124151",3939,3257,3347,5568,3760,5219,4443,4720,3595,3843,2151,2992,2629,3580
"ENSG00000124155",714,595,800,790,833,591,1153,1129,1017,699,699,533,528,395
"ENSG00000124157",0,0,0,2,0,0,0,0,0,1,1,0,0,0
"ENSG00000124159",9,1,16,1,5,1,1,3,4,0,8,2,2,12
