GeneID,1-TDPneg,2-TDPneg,3-TDPneg,4-TDPneg,5-TDPneg,6-TDPneg,7-TDPneg,1-TDPpos,2-TDPpos,3-TDPpos,4-TDPpos,5-TDPpos,6-TDPpos,7-TDPpos
ENSG00000231509,38,49,84,83,101,59,25,54,71,135,231,85,114,120
ENSG00000231510,0,0,0,1,0,2,0,0,0,0,2,0,0,1
ENSG00000231512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231516,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000231518,13,32,28,19,35,70,59,35,87,83,6,24,92,46
ENSG00000231519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231523,49,70,79,62,89,110,102,57,93,92,75,109,98,98
ENSG00000231525,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000231527,28,72,64,59,30,57,45,10,60,79,92,35,38,44
ENSG00000231528,2,0,0,0,1,3,0,1,0,0,0,2,1,0
ENSG00000231529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231531,1,2,0,1,1,3,1,3,2,0,2,1,1,0
ENSG00000231532,32,27,54,57,42,55,29,24,31,50,37,43,36,21
ENSG00000231533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231535,4,38,11,14,81,38,27,8,104,11,11,109,57,41
ENSG00000231536,0,0,0,0,0,0,0,0,0,0,3,1,1,1
ENSG00000231537,0,1,0,0,0,1,0,0,3,0,0,1,0,1
ENSG00000231538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231539,12,13,7,19,3,7,89,18,21,26,25,9,21,132
ENSG00000231540,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231544,3,2,1,0,3,1,0,6,0,0,3,2,1,1
ENSG00000231546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231548,7,0,0,5,6,0,0,0,4,1,15,5,2,3
ENSG00000231549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231552,0,0,3,0,1,1,0,0,3,0,1,0,3,0
ENSG00000231553,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000231556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231557,155,649,470,408,323,738,321,163,460,396,254,227,612,301
ENSG00000231559,0,1,4,0,2,1,0,2,4,0,0,1,2,0
ENSG00000231560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231561,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231563,28,26,33,49,38,55,2,9,23,27,18,27,31,5
ENSG00000231564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231566,184,346,361,745,265,262,119,138,267,284,437,226,168,206
ENSG00000231567,20,16,9,14,54,17,38,12,14,6,11,30,16,20
ENSG00000231568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231570,1,3,1,0,1,1,0,1,1,2,0,2,3,9
ENSG00000231574,100,298,304,199,278,888,939,23,149,157,112,97,387,530
ENSG00000231575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231583,0,2,0,3,1,1,0,0,2,0,0,0,0,0
ENSG00000231584,246,642,727,720,531,756,527,296,1063,869,821,518,902,827
ENSG00000231585,0,0,2,0,0,0,0,0,0,0,0,0,2,0
ENSG00000231586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231589,1,2,1,0,3,5,6,3,1,1,2,17,0,0
ENSG00000231590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231595,297,349,356,261,368,266,285,365,515,468,381,469,346,452
ENSG00000231597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231599,4,4,6,5,13,22,5,6,32,5,0,21,13,3
ENSG00000231600,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000231601,0,0,1,0,0,0,0,1,10,0,0,0,2,0
ENSG00000231603,0,0,2,1,1,0,1,1,0,0,2,2,0,0
ENSG00000231604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231605,2,0,1,1,1,2,0,0,0,4,1,0,5,0
ENSG00000231606,210,147,105,290,273,158,138,261,189,134,95,298,299,111
ENSG00000231607,1697,2539,2266,2045,2180,2051,1763,1286,1953,1913,2547,1755,1570,1939
ENSG00000231609,38,13,31,0,35,14,15,28,49,32,3,37,21,20
ENSG00000231610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231615,126,193,169,57,276,242,182,96,202,137,107,358,261,191
ENSG00000231616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231625,124,261,268,277,215,238,270,228,285,180,386,225,278,337
ENSG00000231626,0,9,10,0,1,3,0,0,0,0,0,0,1,1
ENSG00000231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231645,0,1,0,0,0,2,0,0,5,0,0,1,1,0
ENSG00000231646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231648,2,2,0,0,2,6,0,0,0,3,3,0,5,0
ENSG00000231649,1,10,31,20,2,8,0,6,15,29,26,8,8,0
ENSG00000231650,1,4,0,0,2,5,0,2,4,0,5,8,2,1
ENSG00000231651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231652,5,20,12,14,18,17,3,8,31,18,11,26,8,27
ENSG00000231653,15,14,2,40,10,4,0,13,2,6,0,11,6,4
ENSG00000231654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231655,0,5,23,2,3,1,11,0,15,11,2,1,4,0
ENSG00000231656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231662,4,7,5,9,3,10,3,5,63,46,63,13,52,46
ENSG00000231663,122,67,108,254,148,75,256,163,158,148,186,155,132,88
ENSG00000231665,15,33,82,4,47,16,21,26,68,52,6,45,47,2
ENSG00000231666,8,3,1,5,6,2,4,3,7,6,3,6,2,4
ENSG00000231667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231671,1,8,15,1,21,5,2,2,3,11,7,28,7,21
ENSG00000231672,16565,17870,15890,13700,16011,16401,15659,16993,17988,12943,17660,18196,16724,17335
ENSG00000231674,0,0,0,0,0,2,1,0,1,0,0,0,2,0
ENSG00000231675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231678,3,12,8,6,11,8,4,16,13,3,0,7,21,1
ENSG00000231680,1,8,27,25,3,5,1,12,17,19,0,11,12,5
ENSG00000231681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231684,2,0,3,2,1,0,1,1,3,3,9,0,0,1
ENSG00000231686,11,3,8,13,4,7,1,8,9,6,3,7,2,0
ENSG00000231688,1,2,2,10,1,1,0,5,11,11,5,20,21,9
ENSG00000231689,353,2493,965,2460,1405,2679,1129,533,1509,1234,2673,935,2571,2902
ENSG00000231690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231698,20,54,52,107,34,48,58,26,45,41,99,44,58,21
ENSG00000231699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231700,11,4,29,14,12,9,12,8,8,10,12,13,7,5
ENSG00000231701,3,3,3,2,1,3,0,4,5,2,1,5,5,1
ENSG00000231702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231704,5,0,10,6,6,2,4,10,14,8,5,6,7,5
ENSG00000231705,0,0,8,0,0,0,0,1,1,0,0,3,0,0
ENSG00000231706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231709,5,28,20,8,22,17,9,3,17,25,21,27,11,4
ENSG00000231711,3,8,26,34,20,10,0,8,11,3,0,21,7,0
ENSG00000231712,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231713,3,1,1,0,4,3,2,0,30,17,17,27,6,1
ENSG00000231714,0,0,0,0,0,0,0,2,0,0,1,0,0,0
ENSG00000231715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231718,80,14,15,18,125,18,103,183,59,34,23,142,50,22
ENSG00000231720,0,0,0,0,0,0,0,1,0,0,0,0,3,0
ENSG00000231721,82381,59875,43891,46944,67774,37321,41610,58316,40996,29781,44159,58638,32602,41724
ENSG00000231722,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000231723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231724,48,90,108,232,90,93,145,32,77,150,111,76,51,381
ENSG00000231725,38,16,9,8,45,14,23,31,17,24,6,37,31,5
ENSG00000231726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231728,46,62,52,123,72,38,11,43,73,43,107,89,46,17
ENSG00000231729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231735,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000231738,51,145,127,97,111,146,25,57,107,144,194,126,124,28
ENSG00000231739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231741,101,68,76,116,108,76,241,114,113,198,116,222,116,64
ENSG00000231742,33,43,202,167,28,46,28,32,37,70,342,34,42,57
ENSG00000231743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231747,1,2,0,3,1,0,2,1,2,3,1,1,1,1
ENSG00000231748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231749,29,65,65,187,95,43,56,44,109,69,39,32,78,214
ENSG00000231750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231752,199,295,211,136,384,228,154,275,395,213,222,342,285,164
ENSG00000231754,21,38,17,50,43,33,15,6,42,23,8,71,65,2
ENSG00000231755,29,78,95,26,64,53,4,31,124,113,109,59,119,37
ENSG00000231756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231760,187,163,431,687,213,142,247,174,151,273,359,158,98,162
ENSG00000231762,1,6,18,0,4,31,19,2,1,7,20,1,11,19
ENSG00000231763,0,1,0,0,1,2,0,0,5,3,0,1,0,0
ENSG00000231764,1517,33,60,3482,3238,60,1432,1648,8704,4196,7620,4324,4032,2331
ENSG00000231765,15,20,3,25,17,20,0,27,29,7,3,26,24,22
ENSG00000231766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231767,7,47,13,62,14,21,12,3,78,21,70,13,9,0
ENSG00000231768,0,0,0,0,3,1,0,0,5,0,0,8,0,0
ENSG00000231769,761,640,861,881,928,1286,900,1005,1146,1089,1175,1136,1302,1245
ENSG00000231770,73,96,91,59,137,97,91,60,148,92,151,106,74,68
ENSG00000231772,76,116,130,99,110,147,178,90,176,180,86,185,173,147
ENSG00000231774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231776,6,16,16,6,11,13,82,8,21,13,13,7,27,15
ENSG00000231777,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000231780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231781,3,1,0,1,1,2,0,1,8,6,1,5,5,15
ENSG00000231782,29,50,62,162,75,32,25,45,88,42,231,62,30,21
ENSG00000231784,23,22,33,47,44,41,0,22,39,12,77,29,22,0
ENSG00000231787,7,14,6,24,20,7,1,12,19,19,26,31,25,2
ENSG00000231788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231791,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000231793,14,15,10,2,13,3,12,22,22,21,54,19,11,2
ENSG00000231794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231804,10,12,5,0,12,5,1,6,10,3,0,8,10,0
ENSG00000231806,12,6,18,8,4,4,1,7,0,5,0,15,6,1
ENSG00000231808,1,0,0,0,10,0,0,0,1,0,17,0,1,0
ENSG00000231809,0,0,0,1,0,1,0,0,0,1,0,1,0,0
ENSG00000231810,0,2,0,0,0,4,0,0,2,1,0,0,1,0
ENSG00000231811,1,1,6,0,10,3,0,4,8,0,0,6,7,2
ENSG00000231812,8,5,2,0,6,1,1,3,5,4,1,3,8,0
ENSG00000231814,6,13,12,15,12,16,139,4,20,27,98,4,32,248
ENSG00000231815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231817,1,2,4,3,2,1,2,0,2,2,1,2,0,2
ENSG00000231821,0,1,0,1,1,0,0,0,0,0,0,0,0,1
ENSG00000231822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231824,8,12,13,88,26,17,9,61,273,130,162,76,150,110
ENSG00000231826,25,51,53,174,57,51,21,52,55,91,75,55,67,80
ENSG00000231827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231829,537,886,688,1087,572,633,782,835,1592,1190,1235,770,1051,1461
ENSG00000231830,0,1,0,1,0,6,0,0,0,0,0,15,4,1
ENSG00000231831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231838,51,228,188,234,112,289,88,42,184,118,146,75,174,94
ENSG00000231839,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231840,211,208,134,339,246,211,200,214,393,310,441,282,258,276
ENSG00000231841,122,113,100,101,147,123,57,102,202,123,132,203,120,71
ENSG00000231842,1914,2577,1359,1375,3077,1877,1270,1675,2226,1052,1383,2722,1792,1581
ENSG00000231845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231848,2,12,12,30,12,4,15,9,6,17,37,14,5,48
ENSG00000231849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231851,29,22,23,36,45,30,29,26,58,57,59,76,39,44
ENSG00000231852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231856,85,109,121,240,192,131,70,89,239,214,300,230,187,342
ENSG00000231857,49,98,77,134,93,109,66,60,106,83,291,95,97,138
ENSG00000231858,339,505,294,376,587,454,503,350,542,448,486,519,531,795
ENSG00000231859,28,35,22,6,25,22,14,29,17,13,4,17,21,16
ENSG00000231861,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000231863,1286,1847,1749,2359,1571,1876,1985,1685,3000,2647,4278,2323,3061,2533
ENSG00000231864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231870,1,1,4,0,1,3,1,3,2,1,0,5,3,0
ENSG00000231871,28,69,48,29,58,65,21,37,67,31,105,73,49,32
ENSG00000231873,1,4,20,4,5,1,5,6,8,14,16,11,11,4
ENSG00000231874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231875,22,14,20,4,41,16,57,34,28,27,6,39,28,19
ENSG00000231876,77,53,25,20,54,50,34,94,56,23,15,119,48,102
ENSG00000231877,2,51,4,0,26,77,15,2,32,11,5,34,33,7
ENSG00000231878,0,1,1,1,1,1,0,1,1,2,0,0,0,2
ENSG00000231879,0,0,0,0,0,0,0,0,1,0,0,0,0,2
ENSG00000231880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231881,2,0,2,0,3,2,0,3,12,3,0,10,2,0
ENSG00000231882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231888,7,10,6,9,22,9,8,19,15,3,2,22,10,6
ENSG00000231889,15340,9914,8814,12713,14622,7843,10277,17222,15303,10981,15310,15940,10348,13567
ENSG00000231890,23,54,55,25,34,81,39,45,161,140,101,39,101,280
ENSG00000231892,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000231894,2,4,13,24,4,10,3,5,19,6,65,5,19,25
ENSG00000231896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231900,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000231901,6,4,17,18,11,0,2,9,16,5,1,15,8,0
ENSG00000231902,4,1,1,0,2,2,0,1,3,7,0,2,3,0
ENSG00000231903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231907,10,8,1,53,5,1,1,11,7,5,23,10,5,0
ENSG00000231908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231909,5,10,19,0,5,2,4,6,11,5,7,13,8,6
ENSG00000231910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231911,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ENSG00000231912,0,4,1,1,0,3,2,0,2,1,0,2,5,1
ENSG00000231913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231914,3,2,2,0,5,3,2,1,0,4,1,8,2,4
ENSG00000231915,0,0,0,0,0,0,0,1,1,2,0,2,2,0
ENSG00000231916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231918,1039,1107,1489,1717,1274,1328,1000,1733,2060,1931,3264,2134,2965,1848
ENSG00000231920,1,0,6,8,1,1,0,1,4,1,5,0,3,9
ENSG00000231922,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000231923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231924,76,95,91,120,87,121,43,131,202,89,133,138,150,170
ENSG00000231925,0,1,1,0,3,1,0,3,1,0,1,2,1,4
ENSG00000231926,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000231927,2,3,11,18,2,5,2,1,5,8,19,15,0,6
ENSG00000231929,0,3,1,0,3,7,3,3,5,2,3,2,7,3
ENSG00000231930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231934,729,1012,145,407,1492,957,569,715,1057,149,371,1495,875,670
ENSG00000231937,38,39,21,58,70,29,11,27,44,28,36,56,16,25
ENSG00000231940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231943,0,2,7,10,2,2,3,2,9,8,3,3,5,8
ENSG00000231944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231952,619,729,944,1011,928,579,1962,583,804,1101,732,877,565,1079
ENSG00000231953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231963,18,18,8,9,20,14,8,23,24,12,12,15,19,9
ENSG00000231964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231966,188,109,114,35,181,73,47,150,100,68,76,192,64,38
ENSG00000231967,1,0,1,0,2,0,0,0,2,0,3,0,0,0
ENSG00000231969,1568,1545,1311,1313,1921,1874,2274,1753,2677,2121,1916,1804,2981,1636
ENSG00000231970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231971,25,6,16,144,22,23,7,19,26,11,81,31,51,7
ENSG00000231976,3,6,2,1,15,3,0,2,14,11,0,15,5,2
ENSG00000231977,102,145,238,463,126,67,174,122,207,173,326,164,80,84
ENSG00000231978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231979,26,29,14,23,69,45,42,14,32,3,3,34,14,5
ENSG00000231980,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231982,7,10,18,14,4,6,3,1,13,25,10,8,10,9
ENSG00000231983,2,0,0,0,0,0,0,0,1,0,0,0,3,0
ENSG00000231984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231987,9,11,4,27,10,5,5,20,17,26,126,37,27,27
ENSG00000231988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231989,8,9,21,15,6,16,12,9,21,26,35,9,17,11
ENSG00000231990,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000231991,4,0,4,3,6,5,4,0,4,3,1,5,2,3
ENSG00000231992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231993,6,24,54,3,29,40,19,32,49,53,15,19,25,37
ENSG00000231995,25,30,14,10,28,35,11,13,40,14,17,19,15,22
ENSG00000231996,0,0,0,0,1,1,0,3,0,0,0,0,1,0
ENSG00000231999,970,1403,1078,1750,1537,1368,1222,693,1660,1002,881,1101,1304,843
ENSG00000232000,69,98,97,156,99,109,110,82,146,158,226,108,106,191
ENSG00000232001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232004,10,2,1,0,6,3,1,6,5,2,3,17,9,3
ENSG00000232006,3574,2992,3091,2256,3739,2303,1810,4229,4434,4185,3564,4234,3432,3672
ENSG00000232009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232018,374,616,439,555,559,570,256,340,451,304,463,429,526,448
ENSG00000232019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232021,1,9,5,2,0,3,2,2,3,4,0,3,5,20
ENSG00000232022,239,47,83,34,168,90,70,273,60,35,262,262,106,279
ENSG00000232023,26,56,41,40,39,62,44,39,71,90,70,58,99,43
ENSG00000232024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232028,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000232029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232032,17,16,14,7,7,12,14,8,19,7,11,13,12,4
ENSG00000232034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232035,0,0,0,0,1,0,0,0,1,0,0,2,1,0
ENSG00000232036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
