Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_JK.C.05.07.CEL,C_JK.C.12.07.CEL,C_JK.C.35.96.CEL,C_JK.C.39.97.CEL,C_JK.CC2.CEL,C_JK.CC4.CEL,P_LC.04.06.CEL,P_LC.299.99.CEL,P_LC.96.06.CEL
ACTN2,0.375813595,1.978762117,0.984552724,0.349673735,0.729877509,-5.505279724,1.297571102,1.898576822,5.089249412,4.343630153,5.178793154,4.078521832,2.512303321,7.721089859,3.355173399,3.97987111
CDC42SE1,0.29768772,4.719914455,0.984475221,0.349709872,0.729917503,-5.50535102,1.229172776,27.20482561,14.12387924,21.7717037,24.83105358,24.38813813,43.76459873,24.12487421,33.10930305,34.61929766
RNF207,0.368146736,3.537323927,0.984241426,0.349818898,0.729917503,-5.505566061,1.29069376,8.211918014,11.65220629,11.42984306,11.65220629,21.40254254,5.390519832,11.7142615,18.63146443,11.94555504
NKAIN2,0.388004452,3.082311961,0.984116173,0.349877318,0.729971056,-5.50568125,1.308582109,7.450484715,18.85350851,4.431727664,8.292309958,6.661352659,6.269320215,8.292309958,9.174153086,13.67620226
MCM3AP-AS1,0.380416568,1.927948704,0.984110967,0.349879746,0.729971056,-5.505686038,1.301717663,3.584755947,2.149922344,2.551341352,3.575839425,5.941187606,4.288313575,3.064868023,8.497152134,3.584755947
SERP2,0.401947022,4.675632296,0.983960616,0.349949883,0.73002885,-5.505824293,1.321289885,13.01869693,33.04446653,35.12682693,35.36593736,26.67244372,11.19654511,27.92185996,37.60305334,27.75527112
DTD2,0.172626637,0.474727638,0.983836706,0.350007692,0.730045038,-5.505938222,1.127108683,1.114942496,1.582427557,1.09586191,1.726018796,1.380175174,1.230835719,1.615036436,1.593411389,1.324778056
ERI2,0.162451168,0.326519391,0.983227477,0.350292028,0.73035948,-5.506498207,1.119187045,1.144320508,1.09586191,1.248616952,1.06871218,1.660180513,1.117374166,1.557943902,1.227561695,1.291476768
ANO10,0.400455531,4.470484482,0.982887747,0.350450659,0.730402717,-5.506810356,1.319924611,12.29508482,29.58005841,25.02788385,26.31916456,31.91778053,8.911315529,30.30398657,25.02788385,25.02788385
RAB33A,-0.788485549,3.289120898,-0.982859655,0.350463778,0.730402717,-5.506836163,-1.727260341,4.66186683,31.35635442,18.74940751,32.85908525,9.588815061,3.014161456,8.803204721,10.34907777,3.436482158
RBM3,-0.682284204,2.242587159,-0.9828503,0.350468147,0.730402717,-5.506844757,-1.604678415,3.981642062,21.99572938,4.676252481,12.77031969,2.265019953,2.441854042,4.021319342,3.090770085,3.311667479
SERPINB9,0.324601725,5.887865069,0.982833214,0.350476127,0.730402717,-5.506860454,1.252318671,25.52494085,64.77118728,56.27095962,60.40122575,58.71532736,83.30788383,54.86430699,85.54428351,69.3778455
ATP9B,0.43463658,3.473854781,0.982486707,0.350637986,0.730402717,-5.507178727,1.351570325,12.90850218,13.3428699,11.56648193,9.499655299,16.60425006,3.276997746,14.01088597,12.90850218,13.8528558
WSB2,0.428001861,6.937828867,0.982200764,0.350771596,0.730444206,-5.507441303,1.345368944,86.0900662,188.0319856,121.1421669,171.9763972,135.9939478,40.90875164,158.4930822,167.4053368,125.7149618
FAM92A1,-0.458600762,2.167942527,-0.982058367,0.350838147,0.730462466,-5.507572041,-1.374208358,4.538576027,8.639158016,5.482552446,11.05891836,2.657258304,2.461950381,4.127061058,3.23511305,3.599247088
C2orf76,-0.406002638,2.086346332,-0.981920594,0.350902546,0.730462466,-5.507698519,-1.32500944,3.185980745,5.138311725,7.127844712,8.04348204,3.646490228,3.008942807,2.600071834,6.526333461,2.570786023
GEMIN8,-0.391420833,2.807299457,-0.981640981,0.35103327,0.730508214,-5.507955165,-1.311684576,5.648612672,8.146030888,12.03338666,15.58231155,3.961210516,5.921222179,6.864436686,5.170426408,5.616347131
SEMA6A,-0.481666161,4.64116605,-0.981149471,0.351263149,0.730628953,-5.508406161,-1.396355379,22.3857183,23.92786715,19.05685498,14.43174072,82.04863776,38.94545258,16.15023544,27.4502215,17.97520916
LZTFL1,-0.249495964,1.345847269,-0.980882163,0.351388215,0.730750092,-5.50865136,-1.188791713,2.409437076,2.502484778,2.467325698,3.575839425,1.800086569,3.97987111,2.821844143,1.89361634,2.174626317
MIOS,-0.40795975,2.229000828,-0.98067267,0.351486254,0.730837298,-5.508843488,-1.326808124,4.327612868,9.173671788,6.289047142,7.607078052,2.576041551,3.819844758,2.525613265,5.822858379,3.97987111
ACTR1B,-0.261300252,4.203977898,-0.980236315,0.351690526,0.731128498,-5.509243569,-1.198558438,16.26134655,27.208518,13.85557618,16.01565085,26.79199145,21.40048154,12.41794151,21.50525745,16.31765181
HLCS,0.119388351,2.535326714,0.979541153,0.352016134,0.731415368,-5.509880647,1.086274225,5.208306967,6.53671077,5.616347131,5.971851128,5.453241653,5.165399165,6.116350322,6.692075366,5.616347131
GNL3 ,-0.545033704,3.509348518,-0.979464004,0.352052284,0.731415368,-5.509951328,-1.45905443,6.526788817,26.03432468,22.29165728,23.09551515,9.84263694,5.390519832,5.793129961,10.94209862,10.94209862
STARD9,-0.287856917,2.418199821,-0.979005688,0.352267094,0.731548289,-5.510371125,-1.220825428,7.059935201,5.858443741,4.325699968,5.353622762,4.325699968,8.38817904,4.172006791,3.309199786,7.421247539
RAB15,-0.710965937,4.558169536,-0.978651083,0.352433361,0.731651533,-5.510695819,-1.636899715,8.375448745,119.0486378,31.34129918,23.01533819,48.14136074,13.22919589,20.34358589,20.34358589,11.79065977
SNCA,0.141576676,4.047040931,0.978649998,0.35243387,0.731651533,-5.510696813,1.103110012,19.99794104,17.34188144,13.63014289,14.73411944,16.70579098,14.41031575,18.97214951,16.70579098,17.34188144
MAGI2-AS3,0.265459852,2.230410214,0.978602322,0.352456229,0.731651533,-5.51074046,1.202019126,4.538576027,4.538576027,3.103599126,4.329586185,3.996410761,6.681564222,4.538576027,8.099221328,4.061823105
NAPEPLD,0.164701764,0.703187816,0.978315515,0.352590756,0.73172017,-5.511002996,1.120934333,1.147715576,1.64655999,1.932822434,1.450055876,1.64655999,1.699641475,1.926751349,1.593411389,1.76623558
ZNF177 ,-0.398177256,1.844560949,-0.978119346,0.352682791,0.731760056,-5.511182528,-1.317841857,10.29999747,2.790245803,2.786724288,3.021072191,3.021072191,5.098469801,2.728394337,2.786724288,3.508138947
WDR1,-0.220120846,5.882554944,-0.977443471,0.353000022,0.732013814,-5.511800863,-1.164831153,61.27086458,90.03896815,64.79964543,66.07107583,61.27086458,39.53268906,49.38322335,61.27086458,50.01693458
AGPAT3,-0.295196981,3.407134321,-0.977308553,0.353063373,0.732078837,-5.511924254,-1.227052504,10.28867538,13.48801044,14.42866901,15.04123769,9.364064832,7.609260571,11.72366491,11.98551127,5.642903665
LOC100507557,0.478782294,2.382254157,0.977291146,0.353071547,0.732078837,-5.511940173,1.39356693,9.242801063,5.434046605,5.342072424,5.434046605,1.380175174,5.138422146,5.434046605,6.914283319,7.32444984
TMCO3,0.187827248,0.197944511,0.976864303,0.35327203,0.732309615,-5.512330452,1.139046976,1.073656846,1.190980136,1.01071202,1.386686409,1.109468915,0.882976809,1.347103413,1.555325898,0.934593243
PEX14,0.370586749,4.624444467,0.976344221,0.35351642,0.732529003,-5.512805799,1.292878542,17.32012784,43.47323483,23.04704925,22.25969047,32.05465373,10.88090306,27.49973365,35.54144167,25.66500899
ASXL3,0.289375086,3.15808496,0.975904749,0.353723028,0.732790487,-5.51320731,1.222110797,6.269590653,6.183907938,7.851714523,7.945693423,16.22812497,8.629423827,8.629423827,12.948973,9.506900367
C10orf32,-0.465885266,4.49605204,-0.975709824,0.353814696,0.732796963,-5.513385352,-1.381164604,34.90768635,32.4476879,28.15623552,35.17485321,29.11477511,7.711607063,15.81399062,27.21940135,13.99357413
GFM1,0.604447941,6.818059196,0.975410414,0.353955534,0.732883392,-5.513658772,1.520396849,73.55229616,171.2395418,147.3698149,202.3270736,108.0483459,22.00123735,162.1304817,161.6041933,126.7411414
ATP8B2,-0.158522967,3.61608498,-0.975072576,0.354114498,0.733004407,-5.513967205,-1.116143843,9.674229052,12.51330534,12.3148166,12.51330534,14.79786904,15.33744557,11.74696483,10.06727869,12.51330534
HINT3,-0.300047911,0.993659354,-0.97502978,0.354134639,0.733004407,-5.51400627,-1.231185299,1.950317521,4.046313653,1.950317521,2.685157091,1.416293055,1.614289628,1.456048807,1.950317521,1.834153655
PTPRJ,-0.423610939,3.138069706,-0.974880055,0.35420511,0.733013507,-5.514142931,-1.341280464,4.829798642,20.454697,10.23807239,14.00953295,8.463062055,6.983391728,4.829798642,10.58069484,7.421247539
NPIPB15,-0.241889076,3.133952271,-0.97458354,0.3543447,0.733073448,-5.514413523,-1.182540075,15.59467993,7.732844657,9.189946694,8.018421515,6.627461498,10.86547526,7.595662679,7.411190694,8.593211948
FGF11,-0.518511869,3.394975271,-0.974572713,0.354349798,0.733073448,-5.514423403,-1.432476895,10.94697322,8.06314983,19.14714266,24.94340449,12.23552084,5.390519832,8.349283203,16.12814586,4.212687914
NACAD,-0.525300593,5.17037363,-0.973640847,0.35478876,0.733497522,-5.515273364,-1.439233421,18.86941258,96.02592937,52.1601274,59.77520893,37.62499227,21.25224014,18.84922139,51.67040642,23.14807555
RRAS2,-0.347987139,3.305552658,-0.973507308,0.354851698,0.733586533,-5.515395113,-1.272783589,21.43792346,9.288449495,10.23547236,10.23547236,10.23547236,7.087328109,5.479249947,13.23925557,8.224655109
PHF21A,0.265489809,3.437035275,0.973141505,0.355024144,0.733613808,-5.515728549,1.202044086,16.52849525,8.292309958,7.169422428,8.464767923,9.814105733,13.68373607,11.82284874,10.39938167,14.93011949
CDC37L1,-0.620255771,3.165267647,-0.972952303,0.355113362,0.733613808,-5.515900971,-1.537147673,4.279032163,21.96376602,16.08953319,29.44810844,4.934802327,5.604685568,6.255244643,7.087328109,6.892289263
C12orf73,-0.354919406,2.023208615,-0.972793101,0.355188446,0.733658038,-5.516046032,-1.278914134,4.475783363,7.301734409,5.865728006,4.554361516,3.008942807,2.808686153,2.487845921,5.864349612,2.814578293
TIMM17A,-0.570831526,1.481482725,-0.972666544,0.355248141,0.733714727,-5.516161335,-1.485379452,1.950317521,9.03867066,3.322457955,6.415974845,2.423558719,1.14845419,2.00425129,2.671525918,1.843002091
UBP1,0.155108754,3.804151485,0.97240624,0.355370948,0.733752705,-5.516398452,1.113505554,14.68675793,16.35598768,14.00953295,12.33986227,14.00953295,10.29999747,14.00953295,14.2201148,16.96481512
MAP2,0.767712423,7.669890481,0.972314431,0.355414269,0.733777768,-5.516482071,1.702568004,117.7807364,275.1032979,369.179754,424.4989527,194.2897238,24.93786455,277.9120168,310.957476,283.27086
PTCH1,-0.584698842,3.951194401,-0.972150662,0.355491555,0.733868257,-5.516631215,-1.499725894,46.43569552,8.37306061,7.087328109,13.78731073,21.6273653,37.48781022,9.287710804,10.80757184,16.39168146
LRRC17,-0.332771493,0.668598766,-0.971854738,0.35563124,0.734045757,-5.516900662,-1.259430485,3.891971121,1.270607295,2.062029356,1.324778056,1.274990389,1.485361867,1.408616265,1.30235547,1.380175174
TAF5,-0.406960663,1.697810604,-0.971185126,0.355947465,0.734473338,-5.517510116,-1.325889608,3.165639678,3.165639678,3.884765202,9.745400948,2.24021845,2.410951249,2.165348799,3.23089085,2.775945104
ARMCX5,-0.313906325,2.846205409,-0.971125596,0.355975588,0.734473338,-5.517564281,-1.243068953,7.632798245,9.783773398,11.31952759,10.38268625,6.439960071,3.780404531,5.560779834,6.995959891,6.185946433
TMEM45A,-0.311754072,0.660542779,-0.971087468,0.355993601,0.734473338,-5.517598972,-1.24121589,3.613266721,1.45680348,1.125073003,1.54731144,1.800086569,1.45680348,1.298875296,1.211099625,1.629624666
RP11-174G6.5,0.156833761,2.592389381,0.970959616,0.356054008,0.734474737,-5.51771529,1.114837751,5.397316505,6.128005569,4.613015333,7.198439221,6.877402866,5.125706192,6.704084461,6.636293676,6.128005569
ITGAE,-0.430091025,4.400021578,-0.970892521,0.356085712,0.734477809,-5.517776328,-1.347318581,14.40355551,36.54903273,26.45374563,49.21629184,19.21302452,12.20770594,11.92695295,22.40074613,19.40362357
APH1A,0.182916042,3.357739267,0.970776525,0.356140529,0.734477809,-5.517881843,1.135176038,13.3428699,9.015107335,8.641873602,11.53977798,7.29823078,10.28754818,10.70995409,10.8625268,11.93297336
SOX13,-0.160142656,1.521986402,-0.97072344,0.356165617,0.734477809,-5.517930128,-1.117397623,3.084011663,2.755669646,2.755669646,2.377975538,4.083388391,3.080338599,2.588429897,2.748926151,2.666095574
ANAPC4,-0.270483229,3.525286049,-0.970590973,0.356228227,0.734529632,-5.518050608,-1.206211779,12.2287167,17.72523084,14.10811958,14.15427143,6.369353201,12.29485547,10.0329935,11.10595934,9.414923426
ZNF48,0.152589863,3.66047272,0.970113847,0.356453807,0.734614183,-5.51848445,1.111563112,10.50083237,13.11499822,14.20246183,9.745400948,12.11010575,14.3318096,15.09307119,12.84711901,12.88312275
CECR5,-0.26756397,4.09497049,-0.96999238,0.356511252,0.734614183,-5.518594871,-1.203773506,11.76328905,24.39425402,13.10209316,18.40906406,24.79656669,21.02630685,11.94660967,15.30300166,18.8371842
ZNF672,-0.172167294,2.971199667,-0.969740488,0.3566304,0.734703258,-5.518823818,-1.126749878,7.621353424,7.615873984,7.49235789,6.364825855,10.35576931,10.29999747,6.539453037,7.621353424,7.621353424
SLC40A1,-0.697119125,4.142410938,-0.969577046,0.356707726,0.734719487,-5.518972348,-1.621264103,84.01882938,11.80151984,9.436840864,9.07243308,30.57407492,30.72054506,8.998645146,9.303814637,25.02788385
CDK12,0.230353115,2.48248867,0.969319357,0.356829666,0.734771844,-5.519206484,1.173122048,5.400443242,5.006681748,6.265437914,6.755208123,5.616347131,3.444382928,5.048745605,8.471486527,5.616347131
ORC3,-0.466086237,3.985657217,-0.969182147,0.356894607,0.734850217,-5.519331132,-1.381357016,16.30270952,20.02237231,27.51639164,39.24691535,12.66098336,6.757504627,10.29999747,16.30270952,12.40790157
GFRA1,-0.407355244,2.081568826,-0.968971405,0.356994368,0.734884474,-5.519522553,-1.326252292,2.709428023,12.0593294,4.392027564,5.464731487,4.009885803,3.21642595,3.517864873,4.475139455,2.738457104
MAP3K11,-0.460639405,2.931610298,-0.968967695,0.356996124,0.734884474,-5.519525923,-1.376151596,7.96790523,7.301734409,7.502976875,3.575839425,10.26891428,23.30462031,6.439960071,4.819202966,7.556435112
SEC16B,0.153715959,1.473491927,0.968821019,0.35706557,0.734910382,-5.519659131,1.112431081,2.738457104,2.738457104,2.738457104,2.804497117,2.184819842,2.944807598,3.751887867,2.438317189,2.896689761
DENND4C,-0.258630702,1.327898346,-0.968551863,0.357193031,0.734951944,-5.519903532,-1.196342687,2.53079652,3.387080586,1.61677531,2.223548983,3.438804564,3.380243422,1.725782434,2.53079652,2.53079652
WIPF2,-0.266779979,3.808098566,-0.968381281,0.357273829,0.734951944,-5.520058397,-1.203119528,22.10449153,16.73288965,8.08059544,17.51325873,13.78731073,15.14912517,14.00106726,11.09740351,12.21956128
ESRRG,0.842794679,6.861289723,0.968159189,0.357379045,0.734951944,-5.520259992,1.793521051,49.49433446,233.8610459,157.0953024,266.5071564,110.2183737,14.37711304,274.8447909,95.50023135,192.6118798
RP1-151F17.2,-0.494616411,1.73194555,-0.968153512,0.357381735,0.734951944,-5.520265144,-1.40894609,12.78293443,2.485488056,2.424182284,2.271342983,3.420230804,4.45705991,3.027540347,3.027540347,2.014345916
FRRS1L,0.54181163,4.687902194,0.967856391,0.357522532,0.734980615,-5.520534785,1.455799456,23.11037288,31.2504076,37.09145132,32.56353792,29.01232265,5.466903529,29.44810844,46.24720714,26.64757679
RACGAP1,0.377643969,3.171245065,0.967801893,0.357548362,0.735006079,-5.520584236,1.299218399,5.215461245,13.87402155,11.4758972,11.05108032,8.403421069,4.105181913,8.819962697,14.22974403,9.831508356
ZNF45,0.308995008,1.890746541,0.967565337,0.357660494,0.735049327,-5.520798855,1.238844411,2.183219904,2.424182284,3.92331802,4.477265162,5.990901172,3.042101964,3.526690216,5.450470033,4.071425869
WWC1,-0.482678514,3.31533159,-0.966947456,0.357953505,0.735313641,-5.52135924,-1.397335559,26.82974843,6.083852646,6.561810349,7.699810485,10.08141087,22.84897037,6.439960071,8.292309958,9.459814894
FABP6,-0.394834935,2.828076504,-0.966792453,0.358027037,0.73535418,-5.521499774,-1.31479232,15.59467993,4.643407605,6.104001841,10.19863148,4.435075009,11.08813912,7.378333238,5.882951247,4.77243191
GULP1,-0.632722373,2.69041688,-0.966739791,0.358052023,0.735377872,-5.521547516,-1.550488014,25.34249052,2.191072169,7.187852039,5.080930185,7.715120175,11.11534356,5.237895699,2.878180023,7.421247539
FBXO28,-0.415804633,4.549640047,-0.966534661,0.358149358,0.735466588,-5.521733462,-1.334042504,17.10839688,36.76505584,32.56443855,44.65607707,28.94207627,11.09199545,13.34448968,23.90801277,22.62296835
MAN2A1,0.386109533,3.629858996,0.966507018,0.358162476,0.735466588,-5.521758517,1.306864471,16.34793949,15.4847161,6.940558442,5.957126118,9.838745896,20.46351816,14.47804042,11.98551127,18.67170881
SLC2A6,-0.477800287,3.977245866,-0.966091581,0.358359667,0.73560452,-5.522134995,-1.392618686,10.00690666,31.06236533,18.52017517,21.1895223,33.0497929,7.34204262,12.33849365,18.52017517,8.815343686
TCEAL1,-0.508891748,4.186743334,-0.965542597,0.35862037,0.735690827,-5.522632297,-1.422956687,18.52017517,39.99247995,25.15713743,35.8797498,15.66040548,7.054370595,9.031618884,21.77646868,15.16594803
CBX1,-0.268315573,4.697475205,-0.964794583,0.358975812,0.735984626,-5.523309525,-1.204400801,39.85062562,32.68968775,28.22799927,35.17485321,18.48468297,18.51217302,18.40906406,26.13634837,25.02788385
RAD17,-0.264449074,2.488102237,-0.964631095,0.359053533,0.735988397,-5.523457485,-1.201177265,5.314674871,8.74106067,5.55513875,9.166730868,4.77920221,3.97987111,5.397691894,5.314674871,4.266593006
FAM126A,0.407621088,4.225646713,0.964550232,0.35909198,0.735988397,-5.523530661,1.326496701,27.67244372,14.67619875,16.84544574,10.12551571,24.24128888,14.51274816,21.25740691,12.17631107,44.51696657
SLC18A3,-0.590879342,3.94748298,-0.964194883,0.359260965,0.73612865,-5.523852168,-1.506164495,10.29999747,59.5581066,17.33753364,29.12675407,16.6654887,5.925623553,11.74391264,14.26586655,9.662212228
FANCI,-0.273787133,1.321793079,-0.963830411,0.359434351,0.736143557,-5.524181831,-1.20897728,1.69132738,2.509596443,2.370109604,2.736290078,2.941826732,4.40406016,2.672575658,1.593411389,2.509596443
FAM169A,-0.185385353,2.686954165,-0.963782146,0.359457315,0.736143557,-5.524225479,-1.137120665,7.132100163,6.701191729,4.792395288,7.243505985,6.439960071,8.629423827,5.869455711,7.116705141,4.943920694
FLG-AS1,0.178657651,1.310515827,0.963334905,0.359670169,0.736239854,-5.524629852,1.131830289,2.642576946,2.951264315,2.642576946,2.316775095,2.069843616,1.838992755,2.324728706,2.502484778,3.359948513
AASDHPPT,-0.610970049,3.979306843,-0.962973032,0.359842461,0.736453313,-5.524956928,-1.527285791,26.67244372,22.57312849,26.56133261,44.13431324,10.48674813,4.851357966,11.06816241,18.76718524,8.097610417
KCNA1,0.814138317,6.419134846,0.962744771,0.35995117,0.736484179,-5.52516319,1.758247684,41.73597579,100.5940454,152.7056569,221.9067223,86.69761565,10.29999747,92.45470797,189.8449753,110.3794878
RPS6KA5,-0.4698658,4.550785056,-0.962328564,0.36014945,0.736653058,-5.525539181,-1.384980631,36.93721225,15.83560539,22.28693993,21.24937883,19.18684173,59.83086381,9.692084041,35.37929825,19.57557969
